nombre_programa,codigo_pto,departamento,fecha_muestra,fecha_hora,id_muestra,clorofila_a_mg_l,alc_t_mg_ca_co3_l,conduc_m_s_cm,pt_mg_p_l,sst_mg_l,p_h_sin_unid,t_º_c
Río Negro,RN14,SORIANO,2018-07-10,2018-07-10 12:35:00,3289512,NA,50,85.1,120,NA,7.74,11.7
Río Negro,RN15,SORIANO,2018-07-11,2018-07-11 10:15:00,3289513,NA,57,93.4,120,9,7.62,11.2
Río Negro,RN16,SORIANO,2018-07-11,2018-07-11 10:30:00,3289514,NA,58,94.3,130,11,7.55,11.1
Río Negro,RN17,SORIANO,2018-07-11,2018-07-11 12:07:00,3289515,NA,79,132.4,120,5,7.83,12.8
Río Negro,RN2,TACUAREMBÓ,2018-07-03,2018-07-03 11:26:00,3289516,NA,27,51.2,100,81,7.59,14
Río Negro,RN3,TACUAREMBÓ,2018-07-03,2018-07-03 13:30:00,3289517,NA,46,82.6,100,39,7.62,13.6
Río Negro,RN6,TACUAREMBÓ,2018-07-04,2018-07-04 10:06:00,3289518,NA,37,72.5,110,NA,7.27,12.4
Río Negro,RN7,TACUAREMBÓ,2018-07-04,2018-07-04 11:49:00,3289519,NA,37,68.2,110,NA,7.3,11.6
Río Negro,RN9,RÍO NEGRO,2018-07-05,2018-07-05 10:38:00,3289520,NA,44,73.5,110,NA,7.21,11.7
Río Negro,RN9F,RÍO NEGRO,2018-07-05,2018-07-05 11:10:00,3289521,NA,44,74,110,NA,7.57,11.6
Río Negro,RN1,CERRO LARGO,2015-06-02,2015-06-02 09:30:00,3289582,2.1,57,137.4,180,19,7.37,13.1
Río Negro,RN10,RÍO NEGRO,2015-06-05,2015-06-05 11:39:00,3289583,1.8,42,80.5,67,NA,8.12,18.2
Río Negro,RN11,RÍO NEGRO,2015-06-09,2015-06-09 10:51:00,3289584,1,43,80.8,77,NA,7.72,17.2
Río Negro,RN12,DURAZNO,2015-06-09,2015-06-09 10:51:00,3289585,1.3,50,95.6,87,NA,7.41,17.1
Río Negro,RN13,SORIANO,2015-06-10,2015-06-10 10:29:00,3289586,2.2,43,81.9,83,6,7.21,17.7
Río Negro,RN13F,RÍO NEGRO,2015-06-10,2015-06-10 10:29:00,3289587,NA,43,81.9,75,8,7.29,17.6
Río Negro,RN14,SORIANO,2015-06-10,2015-06-10 10:29:00,3289588,0.5,44,82.4,73,NA,7.42,17.9
Río Negro,RN15,SORIANO,2015-06-12,2015-06-12 10:18:00,3289589,1.9,48,87.6,93,6,7.12,16.7
Río Negro,RN16,SORIANO,2015-06-12,2015-06-12 10:18:00,3289590,1.9,51,93.7,93,5,7.18,16.8
Río Negro,RN17,SORIANO,2015-06-12,2015-06-12 10:18:00,3289591,12.7,110,198.4,96,7,7.79,16.9
Río Negro,RN2,TACUAREMBÓ,2015-06-02,2015-06-02 09:30:00,3289592,1.2,56,131.8,120,17,7.96,16.8
Río Negro,RN3,TACUAREMBÓ,2015-06-02,2015-06-02 09:30:00,3289593,8,50,101.9,110,NA,8.62,20
Río Negro,RN5,TACUAREMBÓ,2015-06-03,2015-06-03 10:39:00,3289594,1.6,38,71.2,79,NA,7.34,17
Río Negro,RN5F,TACUAREMBÓ,2015-06-03,2015-06-03 10:39:00,3289595,NA,37,71.6,78,NA,7.48,17.2
Río Negro,RN6,TACUAREMBÓ,2015-06-03,2015-06-03 10:39:00,3289596,0.3,37,72.7,78,NA,7.23,17
Río Negro,RN7,TACUAREMBÓ,2015-06-03,2015-06-03 10:39:00,3289597,0.9,41,78.1,81,NA,7.07,17
Río Negro,RN9,RÍO NEGRO,2015-06-05,2015-06-05 11:39:00,3289598,NA,41,76.3,76,NA,7.76,17.1
Río Negro,RN9F,RÍO NEGRO,2015-06-05,2015-06-05 11:39:00,3289599,NA,41,77.7,84,NA,7.81,17.4
Río Negro,RN1,CERRO LARGO,2016-02-23,2016-02-23 09:33:00,3289887,10.8,44,118.2,190,46,7.99,27.5
Río Negro,RN10,RÍO NEGRO,2016-02-25,2016-02-25 11:30:00,3289888,2.1,36,82.1,130,NA,7.9,28
Río Negro,RN11,RÍO NEGRO,2016-03-01,2016-03-01 10:09:00,3289889,1.5,36,73.5,110,NA,7.38,26.1
Río Negro,RN12,DURAZNO,2016-03-02,2016-03-02 10:20:00,3289890,3.6,44,91.6,200,7,7.53,24.7
Río Negro,RN13,SORIANO,2016-03-02,2016-03-02 13:14:00,3289891,3.3,37,78.7,150,NA,7.47,25.7
Río Negro,RN13F,RÍO NEGRO,2016-03-02,2016-03-02 13:01:00,3289892,NA,37,79.4,150,5,7.56,25.7
Río Negro,RN14,SORIANO,2016-03-01,2016-03-01 16:15:00,3289893,5.8,37,79.5,140,NA,7.32,26.2
Río Negro,RN15,SORIANO,2016-03-03,2016-03-03 09:35:00,3289894,4,44,89.4,180,8,7.43,25
Río Negro,RN16,SORIANO,2016-03-03,2016-03-03 10:01:00,3289895,4.9,43,89.4,160,8,7.56,25
Río Negro,RN17,SORIANO,2016-03-03,2016-03-03 12:00:00,3289896,5.2,43,90.5,160,NA,7.5,25.2
Río Negro,RN2,TACUAREMBÓ,2016-02-23,2016-02-23 11:58:00,3289897,9.6,49,114.9,150,22,7.75,28.6
Río Negro,RN3,TACUAREMBÓ,2016-02-23,2016-02-23 14:43:00,3289898,1.8,29,69.8,130,NA,7.85,29.8
Río Negro,RN5,TACUAREMBÓ,2016-02-24,2016-02-24 11:50:00,3289899,40.4,32,72.5,93,19,8.93,28.2
Río Negro,RN5F,TACUAREMBÓ,2016-02-24,2016-02-24 12:13:00,3289900,NA,32,73.1,100,NA,8.16,28.8
Río Negro,RN6,TACUAREMBÓ,2016-02-24,2016-02-24 09:33:00,3289901,6.5,32,70.6,94,NA,7.51,26.9
Río Negro,RN7,TACUAREMBÓ,2016-02-24,2016-02-24 10:22:00,3289902,3.1,31,71.4,96,NA,7.77,27.1
Río Negro,RN9,RÍO NEGRO,2016-02-25,2016-02-25 10:20:00,3289903,9,35,74.1,120,NA,7.52,27.6
Río Negro,RN9F,RÍO NEGRO,2016-02-25,2016-02-25 10:46:00,3289904,NA,35,76.3,120,NA,7.86,28.2
Río Negro,RN1,CERRO LARGO,2016-05-24,2016-05-24 09:10:00,3289905,1.3,23,71,120,21.6,6.81,11
Río Negro,RN10,RÍO NEGRO,2016-05-26,2016-05-26 11:42:00,3289906,1.3,26,63.1,84,9.2,7.07,14.3
Río Negro,RN11,RÍO NEGRO,2016-05-31,2016-05-31 10:09:00,3289907,0.3,29,65.1,84,NA,6.78,14.2
Río Negro,RN12,DURAZNO,2016-05-31,2016-05-31 10:28:00,3289908,0.7,100,221,140,NA,7.05,13.4
Río Negro,RN13,SORIANO,2016-06-01,2016-06-01 13:00:00,3289909,0.6,30,70.9,89,NA,7.06,14.2
Río Negro,RN13F,RÍO NEGRO,2016-06-01,2016-06-01 13:20:00,3289910,NA,31,71.2,89,NA,7.48,14.4
Río Negro,RN14,SORIANO,2016-06-01,2016-06-01 14:19:00,3289911,0.3,32,71.9,89,NA,7.35,14.3
Río Negro,RN15,SORIANO,2016-06-02,2016-06-02 09:35:00,3289912,0.3,37,83.2,93,NA,7.08,13.7
Río Negro,RN16,SORIANO,2016-06-02,2016-06-02 09:52:00,3289913,NA,38,85.7,94,NA,7.45,13.6
Río Negro,RN17,SORIANO,2016-06-02,2016-06-02 11:27:00,3289914,NA,38,86.2,100,11,7.35,13.3
Río Negro,RN2,TACUAREMBÓ,2016-05-24,2016-05-24 12:58:00,3289915,1,31,77.3,91,9.4,7.61,13.2
Río Negro,RN3,TACUAREMBÓ,2016-05-24,2016-05-24 14:10:00,3289916,2.2,36,77.8,100,4.6,6.99,14.9
Río Negro,RN5,TACUAREMBÓ,2016-05-25,2016-05-25 09:46:00,3289917,0.3,27,57.9,80,NA,7.06,14.1
Río Negro,RN5F,TACUAREMBÓ,2016-05-25,2016-05-25 09:38:00,3289918,NA,24,58.5,85,NA,7.08,13.7
Río Negro,RN6,TACUAREMBÓ,2016-05-25,2016-05-25 10:52:00,3289919,0.1,24,58.9,100,7.2,7.23,14.2
Río Negro,RN7,TACUAREMBÓ,2016-05-25,2016-05-25 12:08:00,3289920,0.3,24,58.4,83,NA,7.15,14.3
Río Negro,RN9,RÍO NEGRO,2016-05-26,2016-05-26 11:00:00,3289921,0.3,27,62.5,85,NA,7.24,14.1
Río Negro,RN9F,RÍO NEGRO,2016-05-26,2016-05-26 10:49:00,3289922,NA,27,62.7,85,3,7.36,14.1
Río Negro,RN1,CERRO LARGO,2016-09-20,2016-09-20 09:40:00,3289923,1.6,36,82,76,49,7.81,15.6
Río Negro,RN10,RÍO NEGRO,2016-09-22,2016-09-22 11:10:00,3289924,0.1,29,63.6,40,14,7.72,15.7
Río Negro,RN11,RÍO NEGRO,2016-09-27,2016-09-27 09:21:00,3289925,0.7,30,64.8,52,NA,7.57,15.8
Río Negro,RN12,DURAZNO,2016-09-27,2016-09-27 11:26:00,3289926,3.8,42,89.8,72,NA,7.56,17.1
Río Negro,RN13,SORIANO,2016-09-28,2016-09-28 10:16:00,3289927,1,37,83.5,67,NA,7.62,18.9
Río Negro,RN13F,RÍO NEGRO,2016-09-28,2016-09-28 10:32:00,3289928,NA,36,82.2,68,NA,7.67,17.2
Río Negro,RN14,SORIANO,2016-09-28,2016-09-28 11:22:00,3289929,0.3,38,78.5,62,5,7.65,16
Río Negro,RN15,SORIANO,2016-09-29,2016-09-29 09:26:00,3289930,0.4,42,86,63,NA,7.59,15.6
Río Negro,RN16,SORIANO,2016-09-29,2016-09-29 09:48:00,3289931,0.6,43,87.5,65,NA,7.47,15.9
Río Negro,RN17,SORIANO,2016-09-29,2016-09-29 11:28:00,3289932,1.5,45,92.3,56,NA,7.67,16.5
Río Negro,RN2,TACUAREMBÓ,2016-09-20,2016-09-20 12:10:00,3289933,1.8,35,80.9,42,18,8.23,17.8
Río Negro,RN3,TACUAREMBÓ,2016-09-20,2016-09-20 14:12:00,3289934,1.8,35,74.2,40,NA,7.33,19.7
Río Negro,RN5,TACUAREMBÓ,2016-09-21,2016-09-21 10:32:00,3289935,0.7,28,59.2,47,NA,10.25,14.6
Río Negro,RN5F,TACUAREMBÓ,2016-09-21,2016-09-21 10:52:00,3289936,NA,27,60.4,53,NA,6.88,15
Río Negro,RN6,TACUAREMBÓ,2016-09-21,2016-09-21 13:22:00,3289937,1.5,29,68.1,36,21,7.55,17
Río Negro,RN7,TACUAREMBÓ,2016-09-21,2016-09-21 11:55:00,3289938,NA,30,58.9,46,NA,7.77,14.4
Río Negro,RN9,RÍO NEGRO,2016-09-22,2016-09-22 09:58:00,3289939,0.1,29,61.9,49,NA,7.52,14.8
Río Negro,RN9F,RÍO NEGRO,2016-09-22,2016-09-22 10:16:00,3289940,NA,30,62.9,48,NA,7.21,15.3
Río Negro,RN0,CERRO LARGO,2016-11-22,2016-11-22 10:00:00,3289941,8.7,43,67.4,180,51,6.7,22.1
Río Negro,RN1,CERRO LARGO,2016-11-23,2016-11-23 10:00:00,3289942,22.2,44,119.2,140,48,7.38,24.7
Río Negro,RN10,RÍO NEGRO,2016-11-22,2016-11-22 10:00:00,3289943,0.6,37,89.2,69,NA,5.77,21.4
Río Negro,RN11,RÍO NEGRO,2016-12-01,2016-12-01 10:00:00,3289944,7.8,38,89.5,69,NA,6.29,23.7
Río Negro,RN12,DURAZNO,2016-11-23,2016-11-23 10:00:00,3289945,3.3,100,224.5,96,NA,7.09,23.8
Río Negro,RN13,SORIANO,2016-11-23,2016-11-23 10:00:00,3289946,4.1,44,104.8,71,NA,6.48,24.3
Río Negro,RN13F,RÍO NEGRO,2016-11-22,2016-11-22 10:00:00,3289947,NA,44,51.5,73,NA,6.17,24.7
Río Negro,RN14,SORIANO,2016-11-23,2016-11-23 10:00:00,3289948,1.2,45,107,78,7,6.15,22.4
Río Negro,RN15,SORIANO,2016-11-29,2016-11-29 10:00:00,3289949,0.3,53,128.1,120,5,7.27,22.8
Río Negro,RN16,SORIANO,2016-12-01,2016-12-01 10:00:00,3289950,0.6,54,129.4,130,5,7.22,22.8
Río Negro,RN17,SORIANO,2016-12-01,2016-12-01 10:00:00,3289951,2.2,55,132.3,160,11,7.2,24
Río Negro,RN2,TACUAREMBÓ,2016-11-29,2016-11-29 10:00:00,3289952,2.7,36,92.1,100,56,7.03,24.6
Río Negro,RN3,TACUAREMBÓ,2016-11-30,2016-11-30 10:00:00,3289953,1.3,26,67.4,91,NA,6.7,22.1
Río Negro,RN5,TACUAREMBÓ,2016-11-30,2016-11-30 10:00:00,3289954,0.6,36,88,66,NA,7.11,20.8
Río Negro,RN5F,TACUAREMBÓ,2016-11-30,2016-11-30 10:00:00,3289955,NA,35,89,67,NA,7.04,20.8
Río Negro,RN6,TACUAREMBÓ,2016-11-23,2016-11-23 10:00:00,3289956,0.6,35,58.3,68,NA,6.78,19.9
Río Negro,RN7,TACUAREMBÓ,2016-11-23,2016-11-23 10:00:00,3289957,0.6,36,88.3,66,NA,7.08,20.7
Río Negro,RN9,RÍO NEGRO,2016-11-22,2016-11-22 10:00:00,3289958,0.4,36,87.4,70,NA,6.25,21.2
Río Negro,RN9F,RÍO NEGRO,2016-11-23,2016-11-23 10:00:00,3289959,NA,36,87.4,71,NA,5.97,22.8
Río Negro,RN0,CERRO LARGO,2017-07-03,2017-07-03 15:47:00,3289960,NA,NA,51.2,140,32,7.34,13.7
Río Negro,RN1,CERRO LARGO,2017-07-04,2017-07-04 09:03:00,3289961,NA,23,46,120,29,8,12.2
Río Negro,RN10,RÍO NEGRO,2017-07-06,2017-07-06 10:15:00,3289962,NA,30,57.8,84,15,7.14,14.2
Río Negro,RN11,RÍO NEGRO,2017-07-11,2017-07-11 10:30:00,3289963,NA,31,58.3,83,NA,7.62,14.2
Río Negro,RN12,DURAZNO,2017-07-11,2017-07-11 10:30:00,3289964,NA,68,131.3,300,14,7.58,13.9
Río Negro,RN13,SORIANO,2017-07-11,2017-07-11 10:30:00,3289965,NA,36,67.7,98,NA,7.89,14.1
Río Negro,RN13F,RÍO NEGRO,2017-07-11,2017-07-11 10:30:00,3289966,NA,36,68.1,96,NA,7.86,14.1
Río Negro,RN14,SORIANO,2017-07-11,2017-07-11 10:30:00,3289967,NA,35,51.8,96,12,7.81,14.3
Río Negro,RN15,SORIANO,2017-07-12,2017-07-12 10:37:00,3289968,NA,40,74.5,110,7,7.62,14.3
Río Negro,RN16,SORIANO,2017-07-12,2017-07-12 10:37:00,3289969,NA,42,77.6,120,6,7.57,14.4
Río Negro,RN17,SORIANO,2017-07-12,2017-07-12 10:37:00,3289970,NA,45,86.8,140,9,7.49,15
Río Negro,RN2,TACUAREMBÓ,2017-07-04,2017-07-04 09:03:00,3289971,NA,31,60.5,93,21,7.26,13.8
Río Negro,RN3,TACUAREMBÓ,2017-07-04,2017-07-04 09:03:00,3289972,NA,34,67.2,89,NA,7.66,14.6
Río Negro,RN5,TACUAREMBÓ,2017-07-05,2017-07-05 09:56:00,3289973,NA,28,54,80,NA,7.24,13.9
Río Negro,RN5F,TACUAREMBÓ,2017-07-06,2017-07-06 10:15:00,3289974,NA,29,55.9,210,NA,7.92,15.2
Río Negro,RN6,TACUAREMBÓ,2017-07-05,2017-07-05 09:56:00,3289975,NA,28,54.1,81,NA,6.9,14.1
Río Negro,RN7,TACUAREMBÓ,2017-07-05,2017-07-05 09:56:00,3289976,NA,29,55.8,82,NA,7.77,14.6
Río Negro,RN9,RÍO NEGRO,2017-07-06,2017-07-06 10:15:00,3289977,NA,31,57.7,79,NA,7.22,14.2
Río Negro,RN9F,RÍO NEGRO,2017-07-06,2017-07-06 10:15:00,3289978,NA,30,58.7,82,NA,7.61,14.6
Río Negro,RN0,CERRO LARGO,2017-10-02,2017-10-02 15:33:00,3289979,NA,28,74.8,150,42,6.75,18.5
Río Negro,RN1,CERRO LARGO,2017-10-03,2017-10-03 09:00:00,3289980,NA,30,72.6,140,42,6.83,17.1
Río Negro,RN10,RÍO NEGRO,2017-10-05,2017-10-05 11:35:00,3289981,NA,27,64.3,69,9.4,7.38,19
Río Negro,RN11,RÍO NEGRO,2017-10-10,2017-10-10 10:37:00,3289982,NA,28,61.4,70,NA,6.4,18.2
Río Negro,RN12,DURAZNO,2017-10-10,2017-10-10 10:37:00,3289983,NA,86,164,170,NA,7.03,18.1
Río Negro,RN13,SORIANO,2017-10-11,2017-10-11 12:32:00,3289984,NA,31,65,80,NA,6.97,17.8
Río Negro,RN13F,RÍO NEGRO,2017-10-11,2017-10-11 12:40:00,3289985,NA,30,66.3,84,NA,7.57,18.3
Río Negro,RN14,SORIANO,2017-10-11,2017-10-11 12:46:00,3289986,NA,31,66.6,86,NA,7.63,18.1
Río Negro,RN15,SORIANO,2017-10-12,2017-10-12 09:59:00,3289987,NA,40,80.1,98,9,7.09,17.2
Río Negro,RN16,SORIANO,2017-10-12,2017-10-12 09:59:00,3289988,NA,44,87,110,7,6.89,17.2
Río Negro,RN17,SORIANO,2017-10-12,2017-10-12 09:59:00,3289989,NA,39,78.8,NA,NA,7.26,17.3
Río Negro,RN2,TACUAREMBÓ,2017-10-03,2017-10-03 11:12:00,3289990,2.6,31,66.9,120,30,6.75,17.6
Río Negro,RN3,TACUAREMBÓ,2017-10-03,2017-10-03 13:08:00,3289991,NA,25,31.9,91,10,7.49,20
Río Negro,RN5,TACUAREMBÓ,2017-10-04,2017-10-04 09:40:00,3289992,NA,26,57,69,NA,6.4,17.2
Río Negro,RN5F,TACUAREMBÓ,2017-10-04,2017-10-04 10:00:00,3289993,NA,26,58.3,67,NA,6.06,17.4
Río Negro,RN6,TACUAREMBÓ,2017-10-04,2017-10-04 09:00:00,3289994,NA,26,60.4,95,NA,8.01,17.6
Río Negro,RN7,TACUAREMBÓ,2017-10-04,2017-10-04 10:40:00,3289995,NA,26,58.1,68,NA,6.98,17.3
Río Negro,RN9,RÍO NEGRO,2017-10-05,2017-10-05 10:30:00,3289996,NA,27,59.4,72,NA,7.06,17.6
Río Negro,RN9F,RÍO NEGRO,2017-10-05,2017-10-05 10:45:00,3289997,NA,27,61.1,68,NA,6.23,18.4
Río Negro,RN0,CERRO LARGO,2018-01-15,2018-01-15 15:05:00,3289998,26,48,218,180,43,7.4,29.1
Río Negro,RN1,CERRO LARGO,2018-01-16,2018-01-16 08:51:00,3289999,29,54,189.4,160,61,7.87,26.2
Río Negro,RN10,RÍO NEGRO,2018-01-17,2018-01-17 12:00:00,3290000,17,33,84.3,100,9.4,8.09,27.3
Río Negro,RN11,RÍO NEGRO,2018-01-23,2018-01-23 10:14:00,3290001,24,39,118.3,100,5,8.39,28.7
Río Negro,RN12,DURAZNO,2018-01-23,2018-01-23 10:36:00,3290002,5.8,59,87.2,150,NA,8.93,27.5
Río Negro,RN13,SORIANO,2018-01-24,2018-01-24 10:38:00,3290003,5.6,40,100.5,120,NA,7.72,27.1
Río Negro,RN13F,RÍO NEGRO,2018-01-24,2018-01-24 11:00:00,3290004,NA,39,99.6,140,NA,7.63,26.2
Río Negro,RN14,SORIANO,2018-01-24,2018-01-24 12:28:00,3290005,4.5,43,106.9,150,8,7.6,25.6
Río Negro,RN15,SORIANO,2018-01-25,2018-01-25 09:56:00,3290006,2.9,41,99.5,130,NA,7.03,24.9
Río Negro,RN16,SORIANO,2018-01-25,2018-01-25 10:18:00,3290007,2.9,41,101.4,120,NA,7.07,25.6
Río Negro,RN17,SORIANO,2018-01-25,2018-01-25 12:30:00,3290008,11,46,116.4,150,6,7.08,27.1
Río Negro,RN2,TACUAREMBÓ,2018-01-16,2018-01-16 11:20:00,3290009,NA,65,181.1,140,53,7.72,28.2
Río Negro,RN3,TACUAREMBÓ,2018-01-16,2018-01-16 13:28:00,3290010,4.2,32,87.1,140,NA,7.85,27.8
Río Negro,RN5,TACUAREMBÓ,2018-01-18,2018-01-18 09:00:00,3290011,11,31,79.6,100,NA,8.03,26
Río Negro,RN5F,TACUAREMBÓ,2018-01-18,2018-01-18 09:15:00,3290012,NA,32,80.9,98,NA,8.03,25.6
Río Negro,RN6,TACUAREMBÓ,2018-01-18,2018-01-18 08:20:00,3290013,3.2,31,79.5,100,NA,8.02,25.9
Río Negro,RN7,TACUAREMBÓ,2018-01-17,2018-01-17 09:20:00,3290014,2.8,32,79.7,100,NA,7.85,25.5
Río Negro,RN9,RÍO NEGRO,2018-01-17,2018-01-17 10:50:00,3290015,5.6,33,83.1,110,NA,7.78,26.1
Río Negro,RN9F,RÍO NEGRO,2018-01-17,2018-01-17 11:10:00,3290016,NA,33,84.5,110,NA,7.97,26.3
Río Negro,RN0,CERRO LARGO,2018-04-09,2018-04-09 14:24:00,3290017,9.4,42,146.6,170,24,7.02,25.5
Río Negro,RN1,CERRO LARGO,2018-04-10,2018-04-10 09:25:00,3290018,13,44,152,180,34,7.74,23.3
Río Negro,RN10,RÍO NEGRO,2018-04-12,2018-04-12 12:35:00,3290019,10,38,92.7,87,24,7.57,22.6
Río Negro,RN11,RÍO NEGRO,2018-04-17,2018-04-17 10:35:00,3290020,6.5,38,89.2,94,5,7.1,21
Río Negro,RN13,SORIANO,2018-04-17,2018-04-17 12:50:00,3290022,19,38,93.9,100,6,7.11,23.1
Río Negro,RN13F,RÍO NEGRO,2018-04-17,2018-04-17 13:10:00,3290023,NA,38,96.8,90,NA,7.12,22.8
Río Negro,RN14,SORIANO,2018-04-17,2018-04-17 14:10:00,3290024,NA,43,105.8,100,NA,8.38,27
Río Negro,RN15,SORIANO,2018-04-18,2018-04-18 10:00:00,3290025,7.4,42,100.7,94,6,7.26,22.3
Río Negro,RN16,SORIANO,2018-04-18,2018-04-18 10:18:00,3290026,14,41,99.3,97,6,7.35,22.5
Río Negro,RN17,SORIANO,2018-04-18,2018-04-18 12:00:00,3290027,26,51,115.1,120,13,8.17,23.5
Río Negro,RN2,TACUAREMBÓ,2018-04-10,2018-04-10 11:50:00,3290028,NA,47,147.3,170,13,7.5,24.7
Río Negro,RN3,TACUAREMBÓ,2018-04-10,2018-04-10 14:20:00,3290029,3.2,47,143.9,160,11,7.36,25.1
Río Negro,RN5,TACUAREMBÓ,2018-04-11,2018-04-11 10:22:00,3290030,14,34,84.9,83,NA,7.6,23.1
Río Negro,RN5F,TACUAREMBÓ,2018-04-11,2018-04-11 10:30:00,3290031,NA,34,86.9,87,NA,7.84,23.7
Río Negro,RN6,TACUAREMBÓ,2018-04-11,2018-04-11 11:33:00,3290032,13,35,75.2,100,NA,7.37,25.8
Río Negro,RN7,TACUAREMBÓ,2018-04-11,2018-04-11 12:20:00,3290033,6.1,34,87.1,83,NA,7.54,23.4
Río Negro,RN9,RÍO NEGRO,2018-04-12,2018-04-12 11:26:00,3290034,31,38,94.1,85,10,7.8,23
Río Negro,RN9F,RÍO NEGRO,2018-04-12,2018-04-12 11:34:00,3290035,NA,38,91.4,85,10,7.71,22.7
Río Negro,RN1,CERRO LARGO,2018-09-25,2018-09-25 09:15:00,3290868,NA,36,80.6,150,68,6.56,18.3
Río Negro,RN10,RÍO NEGRO,2018-09-26,2018-09-26 11:15:00,3290869,NA,38,79.1,91,NA,6.55,18
Río Negro,RN11,RÍO NEGRO,2018-10-02,2018-10-02 10:30:00,3290870,NA,34,70.7,90,NA,7.01,18
Río Negro,RN12,DURAZNO,2018-10-02,2018-10-02 10:50:00,3290871,NA,73,158,160,NA,7.42,18.3
Río Negro,RN13,SORIANO,2018-10-02,2018-10-02 13:10:00,3290872,NA,34,76.1,99,NA,7.13,18.8
Río Negro,RN13F,RÍO NEGRO,2018-10-02,2018-10-02 13:25:00,3290873,NA,34,75.6,98,11,7.35,18.3
Río Negro,RN14,SORIANO,2018-10-02,2018-10-02 12:45:00,3290874,NA,35,80.5,110,11,7.41,19.1
Río Negro,RN15,SORIANO,2018-10-03,2018-10-03 09:44:00,3290875,NA,38,97.7,110,12,7.03,17.5
Río Negro,RN16,SORIANO,2018-10-03,2018-10-03 10:00:00,3290876,NA,38,80.8,120,13,6.91,17.4
Río Negro,RN17,SORIANO,2018-10-03,2018-10-03 11:25:00,3290877,NA,40,85.8,63,19,6.8,17.6
Río Negro,RN2,TACUAREMBÓ,2018-09-25,2018-09-25 11:40:00,3290878,5.3,33,73.9,140,38,6.03,19
Río Negro,RN3,TACUAREMBÓ,2018-09-25,2018-09-25 13:30:00,3290879,2.3,31,72.2,110,NA,6.01,19.4
Río Negro,RN5,TACUAREMBÓ,2018-09-27,2018-09-27 10:25:00,3290880,3.7,30,66.5,85,NA,7.26,17.6
Río Negro,RN6,TACUAREMBÓ,2018-09-27,2018-09-27 11:05:00,3290881,NA,31,68.4,110,16,7.41,17.4
Río Negro,RN7,TACUAREMBÓ,2018-09-26,2018-09-26 12:30:00,3290882,NA,30,65.5,89,NA,6.51,17.5
Río Negro,RN9,RÍO NEGRO,2018-09-26,2018-09-26 09:50:00,3290883,NA,36,76.9,86,NA,5.84,18.3
Río Negro,RN9F,RÍO NEGRO,2018-09-26,2018-09-26 10:25:00,3290884,NA,37,80.9,89,30,5.99,18.4
Rio Uruguay,RU0,RÍO NEGRO,2018-09-04,2018-09-04 13:30:00,3291907,NA,NA,75.5,100,30,7.04,14.6
