Fecha,Estación,Alcalinidad Total (mg CaCO3/L),Clorofila a (µg/L),Conductividad (µS/cm),Fosfato (ortofosfato) (µg PO4-P/L),Fósforo total (µg P/L),Ion Nitrito (mg NO2-N/L),Nitrato (mg NO3-N/L),Nitrógeno Amoniacal (amonio) (mg NH4-N/L),Nitrógeno total (mg N/L),Oxigeno disuelto (mg/L),Potencial de hidrogeno (pH) (sin unid),Sólidos suspendidos totales (mg/L),Temperatura (ºC),Turbidez (NTU)
13/03/2019 9:30,RU11,27,LD<x<LC,64.5,29,59,LD<X<LC,0.6,0.015,0.96,7.86,7.31,< LC,24,19.8
13/03/2019 9:45,RU12,26,LD<x<LC,61.5,24,49,LD<X<LC,0.65,<LC,1,7.93,7.2,< LC,24,21.2
13/03/2019 10:00,RU12F,26,,61.2,38,57,<LD,0.6,0.036,1,8.26,7.31,< LC,23.1,21.8
13/03/2019 10:10,RU13,26,2.9,63.7,32,54,<LD,0.65,0.028,1.05,7.97,7.37,< LC,24,20.3
13/03/2019 11:10,RU15,25,LD<x<LC,60.7,44,57,<LD,0.6,0.036,1.12,8.05,7.6,< LC,24,20.7
13/03/2019 11:30,RU15F,26,,61.3,28,73,<LD,0.6,0.022,1.14,8.1,7.33,< LC,24.1,25
13/03/2019 12:00,RU14,28,LD<x<LC,69.2,21,65,<LD,0.56,0.018,1.02,8.04,7.23,5,24.2,28.3
13/03/2019 12:15,RU16,30,2.7,74.1,29,86,<LD,0.57,<LC,1.08,8.3,7.4,25,23.3,51.3
06/05/2019 14:30,RU0,,,67.4,,59,,,,,7.94,6.44,7,21.1,42.6
07/05/2019 10:20,RU2,34,<LD,77.8,36,600,0.005,0.57,0.045,0.98,8.56,7.35,<LC,19.5,30.8
07/05/2019 10:45,RU3,30,<LD,72.2,33,60,LD<X<LC,0.55,0.056,1.05,8.51,7.55,<LC,20,35.5
07/05/2019 10:55,RU1,28,<LD,67.4,24,62,LD<X<LC,0.55,0.024,1.01,8.39,7.84,7,20.5,38.5
07/05/2019 11:05,RU4,31,4.1,69.2,21,55,LD<X<LC,0.56,0.039,1.04,8.96,7.06,8,18.5,38.7
07/05/2019 11:10,RU5,29,<LD,69.2,31,59,LD<X<LC,0.55,0.042,0.95,8.49,7.37,8,20.3,40.5
07/05/2019 11:20,RU6,31,<LD,73.1,35,61,LD<X<LC,0.56,0.083,1.07,8.49,7.32,5,19.8,38.4
07/05/2019 11:50,RU7,30,<LD,71.7,41,59,<LD,0.55,0.062,0.98,8.53,7.26,7,20.3,36.9
07/05/2019 12:05,RU8,31,<LD,72.9,32,59,LD<X<LC,0.57,0.048,1.4,8.48,7.26,<LC,20.2,37.5
08/05/2019 9:15,RU9,39,LD<x<LC,87.3,29,66,LD<X<LC,0.56,0.034,1.2,8.84,7.83,6,18.5,36.6
08/05/2019 9:30,RU10,31,LD<x<LC,71.5,29,60,LD<X<LC,0.55,0.032,1.07,8.88,7.46,< LC,19.4,35.3
08/05/2019 9:45,RU11,29,<LD,70.4,32,63,LD<X<LC,0.53,0.038,1.25,8.56,7.29,8,20,42.8
08/05/2019 10:00,RU12,27,<LD,66.2,30,63,LD<X<LC,0.53,0.041,0.97,8.41,7.23,8,20.4,41.7
08/05/2019 10:20,RU13,30,<LD,72.3,29,61,LD<X<LC,0.52,0.086,1.08,8.56,6.96,5,20,37.6
08/05/2019 11:30,RU15,27,<LD,66.4,35,66,LD<X<LC,0.52,0.023,1.14,8.38,7.39,13,20.3,48.4
08/05/2019 11:45,RU14,32,<LD,76.7,37,60,<LD,0.49,0.06,1.05,8.71,7.35,<LC,19.5,34.2
08/05/2019 12:05,RU16,35,<LD,80.8,35,64,LD<X<LC,0.56,0.079,1.24,9.02,7.32,<LC,19.3,33.7
23/07/2019 9:06,RU1,29,LD<x<LC,60.6,<LD,46,<LD,0.92,0.042,1.35,10.06,5.88,<LC,14.4,15.9
23/07/2019 9:24,RU1F,30,,61.5,<LD,46,<LD,0.89,0.03,1.25,10.07,6.44,9,14,19
23/07/2019 9:38,RU2,31,LD<x<LC,62.9,<LD,47,<LD,0.89,0.028,1.28,10,6.72,<LC,13.8,16.2
23/07/2019 10:00,RU3,30,LD<x<LC,61.6,<LD,47,<LD,0.87,0.058,1.28,9.98,6.97,<LC,14.3,14
23/07/2019 10:11,RU3F,30,,62.1,<LD,52,LD<X<LC,0.89,0.02,1.27,9.99,7.14,5,14.1,14.6
23/07/2019 10:20,RU4,30,5.2,58.7,<LD,48,LD<X<LC,0.83,0.02,1.32,10.23,7.04,11,13.1,20.6
23/07/2019 10:31,RU5,29,LD<x<LC,61.8,<LD,48,LD<X<LC,0.89,0.044,1.24,10,7.12,<LC,14.4,16.6
23/07/2019 10:51,RU5F,29,,61.6,<LD,50,LD<X<LC,0.88,0.027,1.27,10.08,7.09,<LC,14.2,17
23/07/2019 10:57,RU6,30,LD<x<LC,71.7,<LD,48,<LD,0.88,0.027,1.36,10,7.17,<LC,14.3,15.1
23/07/2019 11:21,RU7,30,LD<x<LC,66.9,<LD,48,<LD,0.87,0.055,1.28,10.02,7.13,<LC,14.4,16.2
23/07/2019 11:42,RU7F,31,,84.4,<LD,57,<LD,0.88,0.039,1.39,10.13,7.17,<LC,14.1,17.4
23/07/2019 11:50,RU8,30,LD<x<LC,68.4,<LD,46,LD<X<LC,0.89,0.017,1.31,9.98,7.1,<LC,14.2,15.4
24/07/2019 8:40,RU9,34,LD<x<LC,68.4,25,49,<LD,0.88,0.04,1.27,10.41,6.91,<LC,13.1,15.2
24/07/2019 8:52,RU10,31,LD<x<LC,68,22,47,LD<X<LC,0.88,0.029,1.26,10.26,6.19,<LC,12.9,16.8
24/07/2019 9:03,RU11,29,LD<x<LC,69.3,25,48,<LD,0.82,0.025,1.31,11.03,7.08,<LC,13.5,16.7
24/07/2019 9:18,RU12,29,LD<x<LC,62.3,21,47,LD<X<LC,0.87,0.025,1.3,10.28,7.11,<LC,14.1,19.9
24/07/2019 9:26,RU12F,31,,61.4,22,54,LD<X<LC,0.88,0.023,1.3,10.34,7.01,<LC,14,21.4
24/07/2019 9:39,RU13,30,LD<x<LC,70.1,25,49,LD<X<LC,0.87,0.029,1.3,10.11,7.21,8,13.9,
24/07/2019 11:10,RU15,29,LD<x<LC,61.6,25,46,LD<X<LC,0.87,0.025,1.27,11.42,7.03,9,13.8,27
24/07/2019 11:30,RU14,31,LD<x<LC,65.7,25,55,LD<X<LC,0.87,0.036,1.3,11.17,7.41,<LC,13.1,39.8
24/07/2019 11:38,RU16,35,LD<x<LC,61.3,30,59,LD<X<LC,0.88,0.045,1.36,10.8,7.42,14,12.7,48.3
10/09/2019 9:02,RU1,28,<LD,54.2,19,54,0.006,0.66,0.07,1,9.68,7.46,9,15,30.4
10/09/2019 9:16,RU1F,28,,55.1,21,54,0.006,0.68,0.069,0.98,9.6,7.26,12,14.8,35.7
10/09/2019 9:30,RU2,40,<LD,71.6,49,73,LD<x<LC,0.56,0.069,0.99,9.27,7.16,LD<x<LC,14.8,28.7
10/09/2019 9:40,RU3,32,<LD,59,34,56,0.005,0.64,0.09,0.99,9.36,7.09,LD<x<LC,14.8,26.9
10/09/2019 10:04,RU3F,33,,64.3,24,56,0.005,0.57,0.043,1.02,9.69,7.14,LD<x<LC,14.7,29.9
10/09/2019 10:17,RU4,33,4.8,59.1,<LC,65,LD<x<LC,0.47,0.045,1,9.52,6.97,19,14.6,47.5
10/09/2019 10:32,RU5,29,<LD,55,22,59,0.006,0.61,0.059,0.98,9.57,6.88,6,14.7,38.9
10/09/2019 10:45,RU5F,29,,54.9,29,54,0.006,0.63,0.066,1.03,9.79,6.83,9,14.6,30
10/09/2019 10:57,RU6,32,<LD,60.6,31,53,0.005,0.57,0.04,1.06,9.33,6.63,LD<x<LC,14.7,29
10/09/2019 11:13,RU7,31,LD<x<LC,57.4,29,56,LD<x<LC,0.6,0.064,1.07,9.42,6.87,5,14.7,29.3
10/09/2019 11:30,RU7F,30,,60,24,57,0.006,0.61,0.072,1.1,9.42,7.06,7,14.6,31.7
10/09/2019 11:38,RU8,33,<LD,46.6,28,58,0.005,0.58,0.069,1.02,9.57,6.94,LD<x<LC,14.6,20.7
11/09/2019 8:40,RU9,38,<LD,68.3,39,64,0.007,0.6,0.076,1.09,9.86,7.15,5,14.3,26.9
11/09/2019 8:53,RU10,50,2.6,87.5,85,130,0.01,0.66,0.044,1.35,9.21,7.05,10,14.2,35.2
11/09/2019 9:05,RU11,31,<LD,58.6,34,57,0.007,0.64,0.07,1.07,9.56,7.01,5,14.9,32.6
11/09/2019 9:20,RU12,28,<LD,55.1,28,51,0.007,0.67,0.049,1.05,9.66,6.94,7,15,33.5
11/09/2019 9:35,RU12F,28,,53.6,24,53,0.007,0.68,0.061,1.13,9.73,6.95,13,14.7,42.3
11/09/2019 9:55,RU13,32,<LD,61.3,36,59,0.007,0.61,0.089,1.08,9.42,6.82,6,14.9,33.8
11/09/2019 10:16,RU14,37,<LD,68.8,39,67,0.008,0.57,0.094,1.11,9.29,6.91,LD<x<LC,14.5,32.7
11/09/2019 10:46,RU15,28,<LD,55,26,55,0.007,0.65,0.047,1.09,9.73,6.77,8,15.2,38.5
11/09/2019 11:00,RU15F,28,,55.2,23,59,0.008,0.65,0.087,1.1,9.83,6.85,12,14.9,42.5
11/09/2019 11:10,RU16,40,LD<x<LC,74.3,33,72,0.006,0.62,0.1,1.13,9.21,6.89,LD<x<LC,14.5,35.5
04/11/2019 13:09,RU0,,,65.1,,110,,,,,7.65,6.6,29,22.4,34.3
05/11/2019 8:45,RU1,26,<LD,64.5,56,68,0.0054,0.48,0.11,1.12,7.73,6.26,29,22.1,35.7
05/11/2019 9:00,RU2,33,LD<x<LC,75.7,53,79,<LC,0.41,0.081,0.98,6.71,6.39,11,21.4,26.7
05/11/2019 9:30,RU3,31,<LD,70.7,44,75,0.0046,0.39,0.1,0.92,6.95,6.28,11,21.7,25.4
05/11/2019 9:50,RU4,26,LD<x<LC,63.7,32,68,0.0046,0.42,0.068,1.02,6.94,6.28,12,21.5,27.8
05/11/2019 10:05,RU5,28,<LD,65.7,34,75,0.0059,0.43,0.084,1.12,7.68,6.26,23,22,30.9
05/11/2019 10:20,RU6,30,<LD,69.9,42,65,<LC,0.4,0.097,1,7.38,6.36,7,22.3,31.9
05/11/2019 10:43,RU7,28,<LD,67.3,38,100,0.0057,0.39,0.061,1.04,7.47,6.19,30,22.1,28.9
05/11/2019 10:57,RU8,29,<LD,69.6,41,78,<LC,0.39,0.055,1,7.27,6.3,13,22.1,28.2
06/11/2019 8:55,RU9,34,3,67.9,41,76,0.0068,0.41,0.028,0.85,7.65,5.97,19,21.7,24.7
06/11/2019 9:13,RU10,34,LD<x<LC,80.4,42,80,0.0064,0.39,0.045,1.01,7.55,6.32,6,22.2,23.9
06/11/2019 9:25,RU11,31,LD<x<LC,71.5,43,74,0.0053,0.34,0.033,0.92,7.2,6.31,16,22.2,25.3
06/11/2019 9:50,RU13,31,LD<x<LC,72.6,40,72,0.0046,0.39,0.077,0.97,7.2,6.28,11,22.4,27.6
06/11/2019 11:10,RU15,26,<LD,64,34,86,0.0054,0.43,0.068,1.13,7.25,5.62,31,22.6,44.3
06/11/2019 11:30,RU14,31,<LD,72.4,38,70,0.0046,0.37,0.055,1.01,7.5,6.07,6,22.8,22.7
06/11/2019 12:00,RU16,31,<LD,75,40,70,0.0058,0.41,0.06,0.9,7.48,6.14,6,23.5,24
13/01/2020 2:00,RU0,,,75.9,,90,,,,,7.87,7.81,<LC,27.2,13.4
14/01/2020 8:00,RU1,31,5.2,76.7,58,82,<LC,0.68,0.094,1.13,7.88,7.84,<LC,26.8,13.4
14/01/2020 8:15,RU2,32,LD<X<LC,77.3,30,83,<LC,0.57,0.045,1.08,7.71,7.77,<LC,26.4,12.5
14/01/2020 8:55,RU3,32,3.8,78.4,28,76,<LC,0.61,0.047,1.05,7.89,7.86,<LC,26.6,12
14/01/2020 9:11,RU4,32,10,75.1,<LD,66,<LC,0.33,0.044,0.86,7.78,7.89,10,25.6,23.3
14/01/2020 9:22,RU5,31,4.9,78.2,25,120,<LC,0.62,0.04,1.12,7.98,7.88,<LC,26.9,12.6
14/01/2020 9:30,RU6,32,4.9,79.5,24,100,<LC,0.6,0.036,1.1,8,7.97,<LC,26.7,13.3
14/01/2020 9:51,RU7,31,4.2,78.5,25,83,<LC,0.62,0.058,1.18,7.88,7.84,<LC,26.9,12.3
14/01/2020 10:04,RU8,32,5,83.5,<LC,83,<LC,0.62,0.11,1.16,7.61,7.85,<LC,27.1,12.6
15/01/2020 6:45,RU15,31,5.5,78.1,<LC,86,0.0053,0.64,0.075,1.02,7.87,7.84,7,27.1,23.5
15/01/2020 7:00,RU16,32,5.6,80.9,19,110,0.0049,0.62,0.1,1.17,7.9,7.79,17,26.9,37.6
15/01/2020 7:10,RU14,35,7.3,82.1,57,95,0.0047,0.59,0.052,1.02,8.63,7.57,20,27.5,35.3
15/01/2020 7:10,RU9,44,18,102.8,28,140,<LC,0.39,0.04,1.24,8.13,8.39,92,27.9,52.4
15/01/2020 7:20,RU10,41,12,109.4,29,120,0.0078,0.56,0.069,1.02,7.91,8.05,13,27.5,25.6
15/01/2020 7:35,RU11,32,5.1,80.6,29,86,<LC,0.56,0.039,1.02,7.8,7.83,<LC,27.6,16.3
15/01/2020 7:45,RU12,31,6.2,80.4,36,86,<LC,0.63,0.064,1.06,7.8,7.86,<LC,27.5,18
15/01/2020 8:10,RU13,48,5.1,129.1,100,370,0.029,0.63,1.4,1.77,7.8,7.56,35,26.8,24.1
03/03/2020 8:00,RU1,34,3.7,89.4,49,52,<LC,0.54,0.089,0.8,8.02,7.77,<LC,26,18.4
03/03/2020 8:20,RU1F,35,,90.4,51,56,5.5,0.56,0.077,0.82,8.21,7.86,,25.5,21.1
03/03/2020 8:35,RU2,37,16,91.4,56,57,0.0055,0.43,0.075,0.76,7.98,7.78,5,25.3,20.7
03/03/2020 9:05,RU3,37,LD<X<LC,93.3,47,57,<LC,0.48,0.042,0.75,7.93,7.68,5,26.1,31.2
03/03/2020 9:30,RU3F,37,,93.9,48,60,0.0053,0.48,0.062,0.79,8.25,7.84,5,26,26
03/03/2020 9:45,RU5,36,7.4,92.9,54,55,<LC,0.49,0.034,0.79,8.12,7.76,<LC,26.2,21.3
03/03/2020 9:55,RU5F,36,,93,42,56,0.0047,0.49,0.051,0.77,8.28,7.87,<LC,25.8,26.8
03/03/2020 10:10,RU6,37,7,93.5,48,59,<LC,0.48,0.048,0.79,8.2,7.83,<LC,26.4,214.6
03/03/2020 10:30,RU7,36,11,95,49,57,<LC,0.47,0.045,0.77,8.23,7.81,<LC,26.3,20.1
03/03/2020 10:50,RU7F,36,,100.1,54,58,<LC,0.5,0.06,0.82,8.15,7.87,<LC,26.6,22.9
03/03/2020 11:05,RU8,35,18,95.1,48,57,<LC,0.47,0.044,0.84,8.36,7.83,5,26.5,19.4
03/03/2020 13:55,RU0,,,87.7,,51,,,,,8.92,7.91,<LC,27.6,20.6
04/03/2020 8:25,RU9,38,15,94.8,56,69,<LC,0.5,0.024,0.77,8.4,7.59,13,25.4,30.6
04/03/2020 8:40,RU10,38,18,96.2,56,60,<LC,0.43,0.034,0.79,8.81,8.13,20,26.1,35.7
04/03/2020 9:00,RU11,37,2.9,98.1,41,54,<LC,0.49,0.031,0.77,7.85,7.81,7,26.2,25.8
04/03/2020 9:20,RU12,37,4.6,99.2,43,53,<LC,0.49,0.041,0.8,8.01,7.69,<LC,26.2,22.4
04/03/2020 9:30,RU12F,37,,102.3,32,53,<LC,0.51,0.017,0.91,8.16,7.78,<LC,25.9,22.7
04/03/2020 9:45,RU13,39,19,104.7,57,80,0.0063,0.48,0.28,1.12,7.82,7.71,10,26.1,26.8
04/03/2020 10:57,RU15,35,7.6,92.4,55,52,<LC,0.46,0.018,0.83,8.62,7.93,6,25.9,22.7
04/03/2020 11:20,RU15F,35,,95.4,41,48,<LC,0.46,0.018,0.75,8.48,8.04,6,26.4,25.5
04/03/2020 11:36,RU16,36,21,95.3,43,47,<LC,0.37,0.014,0.68,9.16,8.27,<LC,26.7,18.2
04/03/2020 11:55,RU14,35,21,93.7,26,47,<LC,0.36,0.018,0.81,9.47,8.37,<LC,26.2,17.8
25/05/2020 13:55,RU0,,,75.7,,67,,,,,9.58,7.36,9,16.6,17
26/05/2020 9:21,RU1,40,LD<X<LC,79.8,35,65,<LC,0.39,0.16,0.78,9.87,7.71,<LC,16,14.7
26/05/2020 9:36,RU2,44,LD<X<LC,83.4,43,75,<LC,0.36,0.09,0.72,9.81,7.37,<LC,15,16.7
26/05/2020 9:52,RU3,42,LD<X<LC,83,41,72,<LC,0.37,0.11,0.72,9.88,7.39,<LC,16,19.5
26/05/2020 10:10,RU4,41,LD<X<LC,79.2,36,79,<LC,0.4,0.12,0.95,9.85,7.36,17,14,41.8
26/05/2020 10:22,RU5,42,LD<X<LC,82.5,33,69,<LC,0.38,0.081,0.88,9.86,7.3,<LC,16.1,19
26/05/2020 10:31,RU6,42,12,84.9,35,72,<LC,0.38,0.1,0.91,9.82,7.39,<LC,16,17.7
26/05/2020 10:50,RU7,42,2.2,86.1,41,73,0.0055,0.38,0.09,0.99,9.72,7.41,<LC,16,16
26/05/2020 11:00,RU8,43,3.3,86.2,38,74,0.0052,0.39,0.11,0.79,9.85,7.36,<LC,15.8,16.9
27/05/2020 8:25,RU15,41,LD<X<LC,81.3,32,69,0.0047,0.37,0.088,0.82,9.58,7.18,13,14.3,29.2
27/05/2020 8:40,RU16,52,5.8,99.9,62,94,0.0082,0.41,0.063,1.21,10.42,7.45,<LC,14.7,17.2
27/05/2020 9:50,RU14,54,4.6,98.1,58,91,0.0085,0.43,0.072,0.81,10.6,7.38,<LC,14,14.2
27/05/2020 9:58,RU9,47,2.9,89.8,45,79,0.0071,0.41,0.084,0.86,9.76,7.54,5,15.1,16.3
27/05/2020 10:07,RU10,50,2.5,97,45,83,0.0072,0.47,0.093,0.8,9.33,7.48,5,14.9,17.8
27/05/2020 10:17,RU11,41,LD<X<LC,87,32,67,0.0047,0.37,0.081,0.69,9.78,7.42,6,15.4,18
27/05/2020 10:35,RU12,38,LD<X<LC,77.6,27,62,<LC,0.36,0.083,0.89,9.72,7.22,6,16,17.9
27/05/2020 10:50,RU13,41,LD<X<LC,83.6,80,73,<LC,0.38,0.1,0.77,9.78,7.42,7,16,17.3
06/07/2020 13:55,RU0,,,64.9,,70,,,,,9.38,7.46,6,14.9,38.2
07/07/2020 9:55,RU1,24,<LD,63,71,85,<LC,1.2,0.068,1.72,9.64,7.58,11,14.1,40.8
07/07/2020 10:12,RU2,28,<LD,67.5,50,89,<LC,1.1,0.13,1.46,9.68,7.61,<LC,12.7,33.9
07/07/2020 10:32,RU3,28,<LD,67.4,49,110,<LC,1.1,0.057,2.23,9.63,7.55,6,13.6,33.3
07/07/2020 10:48,RU4,25,LD<X<LC,59.1,27,70,<LC,1.1,0.05,1.31,10.11,7.64,10,11.6,44.5
07/07/2020 11:05,RU5,24,<LD,64.1,35,82,<LC,1.2,0.076,1.39,9.7,7.5,12,14.2,39
07/07/2020 11:17,RU6,27,<LD,67.2,53,98,<LC,1.1,0.052,2.12,9.76,7.56,5,13.7,37.2
07/07/2020 11:38,RU7,26,<LD,66.3,34,70,<LC,1.1,0.079,1.35,9.61,7.46,6,13.9,36.9
07/07/2020 11:45,RU8,27,LD<X<LC,66.9,47,88,<LC,1.1,0.055,1.33,9.65,7.56,6,13.7,37.2
08/07/2020 9:28,RU9,27,LD<X<LC,64.7,44,78,<LC,1.1,0.046,1.31,9.94,7.68,<LC,13,33.5
08/07/2020 9:43,RU10,28,LD<X<LC,66.7,39,83,<LC,1.1,0.056,1.52,9.81,7.45,<LC,12.7,33.9
08/07/2020 10:05,RU11,26,<LD,65.4,53,82,<LC,1.1,0.042,1.35,9.78,7.48,7,13.6,35
08/07/2020 10:14,RU12,25,<LD,63.6,37,48,<LC,1.2,0.087,1.51,9.78,7.54,8,13.8,34.9
08/07/2020 10:29,RU13,27,<LD,66.9,90,140,<LC,1.1,0.088,1.34,9.74,7.5,5,13.6,35.9
08/07/2020 11:38,RU15,24,<LD,61.7,41,71,<LC,1.2,0.062,1.36,9.71,7.41,11,14,38.4
08/07/2020 12:01,RU14,28,<LD,67.5,77,120,<LC,1.1,0.06,1.32,9.85,7.42,<LC,13.1,34.7
08/07/2020 12:09,RU16,31,<LD,72.5,44,100,<LC,1.1,0.07,1.5,9.86,7.5,<LC,13,32.8
07/09/2020 13:45,RU0,,,77.4,,94,,,,,9.48,7.66,8,15.1,
08/09/2020 9:11,RU1,41,LD<X<LC,76.6,56,97,LD<X<LC,1.1,0.1,1.34,9.65,7.48,8,14.8,
08/09/2020 9:24,RU2,54,LD<X<LC,93.2,58,97,LD<X<LC,1,0.068,1.33,9.66,7.64,LD<X<LC,14.4,
08/09/2020 9:42,RU3,41,LD<X<LC,87.3,65,110,LD<X<LC,1,0.072,1.54,9.55,7.57,5,14.2,
08/09/2020 10:05,RU4,39,3.5,63,LD<X<LC,98,<LD,0.9,0.046,1.25,9.55,7.47,47,14.3,
08/09/2020 10:25,RU5,40,LD<X<LC,83.9,63,110,LD<X<LC,1,0.073,1.39,9.52,7.53,6,14.8,
08/09/2020 10:38,RU6,53,<LD,94,66,100,LD<X<LC,1,0.07,1.35,9.58,7.65,LD<X<LC,15,
08/09/2020 11:02,RU7,49,<LD,92.2,68,110,LD<X<LC,1,0.061,1.36,9.48,7.62,5,14.9,
08/09/2020 11:13,RU8,56,<LD,99.4,70,110,0.0051,1,0.086,1.32,9.55,7.69,LD<X<LC,15.2,
09/09/2020 8:42,RU9,45,LD<X<LC,96.8,65,100,LD<X<LC,1.1,0.06,1.34,9.66,7.68,5,15.2,
09/09/2020 8:55,RU10,82,3,149.8,120,160,0.025,1.3,0.14,1.76,9.27,7.82,9,15.1,
09/09/2020 9:06,RU11,39,<LD,88.1,64,100,LD<X<LC,1,0.059,1.43,9.51,7.66,LD<X<LC,15.3,
09/09/2020 9:15,RU12,30,LD<X<LC,72.9,57,90,LD<X<LC,1,0.055,1.39,9.5,7.51,5,15.5,
09/09/2020 9:31,RU13,40,<LD,94.5,76,120,LD<X<LC,1,0.074,1.57,9.22,7.56,LD<X<LC,15.3,
09/09/2020 10:14,RU15,33,LD<X<LC,78.4,64,97,LD<X<LC,1,0.047,1.53,9.4,7.48,5,15.3,
09/09/2020 10:54,RU16,45,<LD,102.2,64,97,LD<X<LC,1,0.07,1.48,9.61,7.75,LD<X<LC,15.9,
09/09/2020 11:05,RU14,46,<LD,105,66,97,LD<X<LC,1,0.087,1.54,9.57,7.79,LD<X<LC,16.3,
09/11/2020 15:05,RU0,,,93.7,,40,,,,,9.16,7.78,< LC,23,13.8
10/11/2020 9:20,RU1,35,2.2,91.9,LD<X<LC,39,0.0046,0.66,0.039,7.6,8.7,7.58,< LC,22,14.6
10/11/2020 9:38,RU2,36,LD<X<LC,90.5,25,42,LD<X<LC,0.63,0.055,1.08,8.82,7.68,< LD,21.8,12.5
10/11/2020 10:15,RU3,33,LD<X<LC,89.9,28,66,LD<X<LC,0.66,0.049,0.98,8.58,7.5,< LC,22,16.1
10/11/2020 10:37,RU5,32,LD<X<LC,88.8,LD<X<LC,42,0.0049,0.69,0.033,1,8.71,7.58,< LC,22.8,15.7
10/11/2020 10:49,RU6,32,LD<X<LC,88.1,LD<X<LC,43,0.0051,0.65,0.038,1.05,8.81,7.68,< LC,22.8,15.4
10/11/2020 11:28,RU7,32,LD<X<LC,91,LD<X<LC,44,0.0049,0.68,0.051,0.92,8.57,7.44,< LC,22.8,15.7
10/11/2020 11:35,RU8,32,2.6,89.3,LD<X<LC,45,0.0062,0.68,0.078,1.22,8.59,7.53,< LC,23.1,14.7
11/11/2020 9:11,RU9,33,LD<X<LC,90.6,25,48,0.0049,0.66,0.051,1.04,8.96,7.89,< LC,21.8,19.7
11/11/2020 9:39,RU10,32,LD<X<LC,89.3,LD<X<LC,50,0.0048,0.66,0.04,1.09,8.58,7.83,6,21.9,23.1
11/11/2020 10:10,RU11,33,LD<X<LC,110.6,LD<X<LC,48,0.0056,0.7,0.047,1.09,8.44,7.75,< LC,22.3,20.2
11/11/2020 10:22,RU12,32,LD<X<LC,98.6,LD<X<LC,41,0.0057,0.68,0.046,1.14,8.51,7.73,< LC,22.3,18.2
11/11/2020 10:39,RU13,33,LD<X<LC,100.6,LD<X<LC,49,0.0054,0.69,0.071,1.29,8.31,7.69,< LC,22.6,18.7
11/11/2020 12:14,RU15,29,LD<X<LC,86,LD<X<LC,49,LD<X<LC,0.72,0.037,1.1,8.56,7.62,< LC,22.5,21.6
11/11/2020 12:37,RU16,30,LD<X<LC,89.8,LD<X<LC,44,LD<X<LC,0.7,0.037,1.07,8.99,7.84,< LC,23.3,14.5
11/11/2020 12:58,RU14,30,LD<X<LC,95.3,LD<X<LC,49,LD<X<LC,0.63,0.068,1.1,9.94,8.37,< LC,24.4,17.2
