clorofila_a_mg_l,alcalinidad_total_mg_ca_co3_l,conductividad_m_s_cm,fosforo_total_mg_p_l,solidos_suspendidos_totales_mg_l,potencial_de_hidrogeno_p_h_sin_unid,temperatura_o_c,date,date_time,estacion,river,data_model
NA,84,193.5,NA,16,7.1,30.9,2008-01-08,2008-01-08T00:00:00Z,RC60,Cuareim,Test
NA,80,154.7,42,23,6.71,32,2008-01-09,2008-01-09T00:00:00Z,RC35,Cuareim,Test
NA,79,155.8,5,120,6.27,32.2,2008-01-09,2008-01-09T00:00:00Z,RC40,Cuareim,Test
NA,85,185,NA,NA,8.22,28,2008-02-26,2008-02-26T00:00:00Z,RC35,Cuareim,Test
NA,110,241,12,NA,7.85,28.7,2008-02-26,2008-02-26T00:00:00Z,RC40,Cuareim,Test
NA,110,210.5,51,16,7.53,28.4,2008-02-27,2008-02-27T00:00:00Z,RC60,Cuareim,Test
NA,68,50.1,38,NA,6.23,15.6,2008-05-27,2008-05-27T00:00:00Z,RC35,Cuareim,Test
NA,29,58.6,34,NA,6.48,16.9,2008-09-02,2008-09-02T00:00:00Z,RC40,Cuareim,Test
NA,47,69.2,48,NA,6.71,17.1,2008-09-02,2008-09-02T00:00:00Z,RC60,Cuareim,Test
NA,30,58.8,3,NA,6.49,17.5,2008-09-03,2008-09-03T00:00:00Z,RC35,Cuareim,Test
NA,77,166.4,49,NA,7.92,24.1,2008-12-02,2008-12-02T00:00:00Z,RC60,Cuareim,Test
NA,56,132.8,31,NA,7.6,25.6,2008-12-03,2008-12-03T00:00:00Z,RC35,Cuareim,Test
NA,61,144,83,NA,7.64,25.1,2008-12-03,2008-12-03T00:00:00Z,RC40,Cuareim,Test
NA,69,160.5,71,20,7.26,25.1,2009-02-03,2009-02-03T00:00:00Z,RC60,Cuareim,Test
NA,83,208.8,11,NA,8.05,29.1,2009-02-04,2009-02-04T00:00:00Z,RC35,Cuareim,Test
NA,83,207.7,11,NA,7.31,28.3,2009-02-04,2009-02-04T00:00:00Z,RC40,Cuareim,Test
NA,71,229.7,NA,NA,6.59,20.8,2009-05-05,2009-05-05T00:00:00Z,RC20,Cuareim,Test
NA,70,157.7,NA,NA,7.05,19.7,2009-05-05,2009-05-05T00:00:00Z,RC35,Cuareim,Test
NA,75,171.9,11,NA,7.31,19.8,2009-05-06,2009-05-06T00:00:00Z,RC40,Cuareim,Test
0.15,103,191.1,NA,NA,7.73,18.6,2009-05-06,2009-05-06T00:00:00Z,RC60,Cuareim,Test
0.28,81,142.1,11,7,7.21,22.1,2009-09-01,2009-09-01T00:00:00Z,RC40,Cuareim,Test
0.24,81,168.1,19,8,7.99,21.7,2009-09-01,2009-09-01T00:00:00Z,RC60,Cuareim,Test
0.5,58,123.5,NA,10,7.67,24.4,2010-03-23,2010-03-23T00:00:00Z,RC35,Cuareim,Test
NA,63,144.9,95,13,7.31,26.3,2010-03-23,2010-03-23T00:00:00Z,RC40,Cuareim,Test
0.7,55,117.2,NA,60,7.81,24.7,2010-03-24,2010-03-24T00:00:00Z,RC20,Cuareim,Test
2.9,63,129.1,93,130,7.51,23.1,2010-03-24,2010-03-24T00:00:00Z,RC60,Cuareim,Test
3.9,27,53.2,161,65,6.82,17.7,2010-05-25,2010-05-25T00:00:00Z,RC40,Cuareim,Test
2,32,59.4,213,140,7.13,19.8,2010-05-25,2010-05-25T00:00:00Z,RC60,Cuareim,Test
3.8,22,38.1,109,50,6.63,16.7,2010-05-26,2010-05-26T00:00:00Z,RC20,Cuareim,Test
0.5,21,37.1,37,91,6.65,17,2010-05-26,2010-05-26T00:00:00Z,RC35,Cuareim,Test
NA,12,25.1,148,20,6.31,13.1,2010-07-27,2010-07-27T00:00:00Z,RC40,Cuareim,Test
1,25,49.7,158,85,7.39,10.3,2010-07-27,2010-07-27T00:00:00Z,RC60,Cuareim,Test
0.1,21,42.4,57,15,7.05,11.2,2010-07-28,2010-07-28T00:00:00Z,RC20,Cuareim,Test
NA,16,38.8,NA,31,7.01,10.9,2010-07-28,2010-07-28T00:00:00Z,RC35,Cuareim,Test
15.5,48,107.6,86,10,7.13,20.8,2010-10-05,2010-10-05T00:00:00Z,RC40,Cuareim,Test
10.2,50,114.5,694,17,7.3,19.2,2010-10-05,2010-10-05T00:00:00Z,RC60,Cuareim,Test
0.7,49,105.1,112,16,7.08,19,2010-10-06,2010-10-06T00:00:00Z,RC20,Cuareim,Test
1,54,103.6,117,16,6.9,18.6,2010-10-06,2010-10-06T00:00:00Z,RC35,Cuareim,Test
19.8,80,174.3,796,NA,8.77,25.1,2010-11-23,2010-11-23T00:00:00Z,RC40,Cuareim,Test
3,120,239.1,642,5,8.24,24.1,2010-11-23,2010-11-23T00:00:00Z,RC60,Cuareim,Test
8.9,77,170.5,NA,NA,8.12,23.1,2010-11-24,2010-11-24T00:00:00Z,RC20,Cuareim,Test
8.1,77,175.1,60,NA,7.45,23.4,2010-11-24,2010-11-24T00:00:00Z,RC35,Cuareim,Test
NA,42,105.7,11,48,6.82,25.7,2011-03-01,2011-03-01T00:00:00Z,RC40,Cuareim,Test
8.6,58,108.3,53,30,7.48,24.9,2011-03-01,2011-03-01T00:00:00Z,RC60,Cuareim,Test
7.4,56,130.9,28,8,6.43,23.5,2011-03-02,2011-03-02T00:00:00Z,RC20,Cuareim,Test
0.7,46,109.1,4,13,6.85,25,2011-03-02,2011-03-02T00:00:00Z,RC35,Cuareim,Test
0.4,37,73.5,42,350,6.5,18.3,2011-06-21,2011-06-21T00:00:00Z,RC40,Cuareim,Test
NA,36,74.3,3,94,6.29,18.3,2011-06-21,2011-06-21T00:00:00Z,RC60,Cuareim,Test
1.5,25,59.2,317,110,6.24,15.9,2011-06-22,2011-06-22T00:00:00Z,RC20,Cuareim,Test
0.1,27,61.5,346,95,6.81,16.9,2011-06-22,2011-06-22T00:00:00Z,RC35,Cuareim,Test
9.8,67,148.7,195,NA,8.54,26.7,2011-12-20,2011-12-20T00:00:00Z,RC40,Cuareim,Test
3.1,130,237.4,231,NA,8.31,26.8,2011-12-20,2011-12-20T00:00:00Z,RC60,Cuareim,Test
1.2,64,154.6,183,NA,7.84,26,2011-12-21,2011-12-21T00:00:00Z,RC20,Cuareim,Test
1,65,133.7,182,NA,8.21,25.9,2011-12-21,2011-12-21T00:00:00Z,RC35,Cuareim,Test
23.7,180,185.4,273,6.9,9.17,30.8,2012-02-14,2012-02-14T00:00:00Z,RC40,Cuareim,Test
16.3,160,197.2,183,NA,8.34,28.3,2012-02-14,2012-02-14T00:00:00Z,RC60,Cuareim,Test
1.5,82,172.7,198,NA,8.26,27.8,2012-02-15,2012-02-15T00:00:00Z,RC20,Cuareim,Test
1.8,79,160.1,187,NA,7.69,27.9,2012-02-15,2012-02-15T00:00:00Z,RC35,Cuareim,Test
3.1,52.8,141.1,385,150,6.77,22.4,2012-04-10,2012-04-10T00:00:00Z,RC40,Cuareim,Test
1,77.7,161.4,83,NA,6.42,23.6,2012-04-10,2012-04-10T00:00:00Z,RC60,Cuareim,Test
1.9,49.2,111.2,82,24.5,6.47,21.5,2012-04-11,2012-04-11T00:00:00Z,RC20,Cuareim,Test
1.8,51.2,104.4,142,148,6.51,21.7,2012-04-11,2012-04-11T00:00:00Z,RC35,Cuareim,Test
0.9,63,128.9,6,6.4,6.1,19,2012-05-30,2012-05-30T12:00:00Z,RC20,Cuareim,Test
5.9,64,132.9,31,NA,6.13,19.5,2012-05-30,2012-05-30T12:00:00Z,RC35,Cuareim,Test
1.9,70,155.3,12,5.6,6.24,20.7,2012-05-30,2012-05-30T12:00:00Z,RC40,Cuareim,Test
1.5,86,149.5,2,NA,7.41,20.9,2012-05-30,2012-05-30T12:00:00Z,RC60,Cuareim,Test
2.5,46,88.1,97,6.8,7.31,14.5,2012-07-24,2012-07-24T00:00:00Z,RC40,Cuareim,Test
1.2,45,103.5,92,5.6,8.08,15.3,2012-07-24,2012-07-24T00:00:00Z,RC50,Cuareim,Test
0.6,64,131.6,61,8.8,7.69,14,2012-07-24,2012-07-24T00:00:00Z,RC60,Cuareim,Test
0.4,34,60.1,NA,NA,7.21,11.4,2012-07-25,2012-07-25T00:00:00Z,RC10,Cuareim,Test
NA,42,71.7,78,7.6,7.38,11.1,2012-07-25,2012-07-25T00:00:00Z,RC20,Cuareim,Test
0.4,45,75.9,41,NA,7.7,12.4,2012-07-25,2012-07-25T00:00:00Z,RC35,Cuareim,Test
1.3,28,64.4,67,49,5.92,21.1,2012-10-23,2012-10-23T00:00:00Z,RC50,Cuareim,Test
1.5,38,84.8,12,140,7.11,22.1,2012-10-23,2012-10-23T00:00:00Z,RC60,Cuareim,Test
1.3,38,83.5,59,27,6.91,20.9,2012-10-24,2012-10-24T00:00:00Z,RC35,Cuareim,Test
1.5,32,77,71,40,6.89,21.6,2012-10-24,2012-10-24T00:00:00Z,RC40,Cuareim,Test
2.8,27,56.7,NA,6,6.79,19.6,2012-10-25,2012-10-25T00:00:00Z,RC10,Cuareim,Test
1.3,40,83.2,52,21,6.73,20.4,2012-10-25,2012-10-25T00:00:00Z,RC20,Cuareim,Test
1.2,29,70.5,NA,4,6.84,25.4,2012-12-19,2012-12-19T12:00:00Z,RC10,Cuareim,Test
1.6,38,86.7,NA,7.5,8.16,25.6,2012-12-19,2012-12-19T12:00:00Z,RC20,Cuareim,Test
NA,37,88.7,NA,17.2,7.27,25,2012-12-19,2012-12-19T12:00:00Z,RC35,Cuareim,Test
0.7,37,89.6,845,5.2,7.36,25.4,2012-12-19,2012-12-19T12:00:00Z,RC40,Cuareim,Test
1.5,39,85.6,877,6,7.11,26,2012-12-19,2012-12-19T12:00:00Z,RC50,Cuareim,Test
1.8,37,95.3,903,23.6,7.23,26.3,2012-12-19,2012-12-19T12:00:00Z,RC60,Cuareim,Test
1.2,46.1,99.2,606,9.5,6.93,25.3,2013-03-12,2013-03-12T00:00:00Z,RC10,Cuareim,Test
0.6,21.2,47.6,106,192,6.96,22.9,2013-03-12,2013-03-12T00:00:00Z,RC20,Cuareim,Test
0.8,29.6,65.3,885,49.5,7.21,24.2,2013-03-12,2013-03-12T00:00:00Z,RC35,Cuareim,Test
0.8,17.3,40.1,853,97,6.63,22.4,2013-03-13,2013-03-13T00:00:00Z,RC40,Cuareim,Test
NA,37.8,81.1,78,65,6.95,23.6,2013-03-13,2013-03-13T00:00:00Z,RC50,Cuareim,Test
0.5,27.7,55.8,76,53,6.7,22,2013-03-13,2013-03-13T00:00:00Z,RC60,Cuareim,Test
0.4,46.3,77.1,134,11.8,7.6,14.5,2013-07-30,2013-07-30T00:00:00Z,RC40,Cuareim,Test
0.3,47.7,79.3,912,5.4,7.97,15.4,2013-07-30,2013-07-30T00:00:00Z,RC50,Cuareim,Test
0.4,58.4,75.3,114,6.4,7.8,13.9,2013-07-30,2013-07-30T00:00:00Z,RC60,Cuareim,Test
1.2,31.7,52.4,703,44.2,7.64,14.7,2013-07-31,2013-07-31T00:00:00Z,RC10,Cuareim,Test
0.9,48.6,75.2,898,5.4,7.44,14.6,2013-07-31,2013-07-31T00:00:00Z,RC20,Cuareim,Test
2.1,48.5,81.7,675,7.4,7.81,15,2013-07-31,2013-07-31T00:00:00Z,RC35,Cuareim,Test
6.5,66.6,152.6,453,9.2,7.21,27.6,2014-01-14,2014-01-14T00:00:00Z,RC40,Cuareim,Test
1,77.3,142,378,5.2,7.45,26.3,2014-01-14,2014-01-14T00:00:00Z,RC60,Cuareim,Test
1.3,31.7,83.9,229,3.2,7.23,26.2,2014-01-15,2014-01-15T00:00:00Z,RC10,Cuareim,Test
1.5,46.8,100.4,273,NA,7.53,27.1,2014-01-15,2014-01-15T00:00:00Z,RC20,Cuareim,Test
4,57.3,124.8,612,3.2,8.07,28.1,2014-01-16,2014-01-16T00:00:00Z,RC35,Cuareim,Test
2.8,73.2,116.8,266,12,7.44,28.1,2014-01-16,2014-01-16T00:00:00Z,RC50,Cuareim,Test
NA,54,102.1,52,NA,8.04,25.4,2014-03-11,2014-03-11T00:00:00Z,RC3C70,Cuareim,Test
0.1,46,91,11,NA,7.89,24.5,2014-03-11,2014-03-11T00:00:00Z,RC60,Cuareim,Test
NA,130,117.8,65,NA,7.79,22.3,2014-03-11,2014-03-11T00:00:00Z,RCYU80,Cuareim,Test
0.4,39,78.2,68,NA,7.51,25.2,2014-03-12,2014-03-12T00:00:00Z,RC35,Cuareim,Test
0.7,40,79.4,1,NA,7.72,25.2,2014-03-12,2014-03-12T00:00:00Z,RC40,Cuareim,Test
0.6,41,80.1,1,NA,7.99,24.8,2014-03-12,2014-03-12T00:00:00Z,RC50,Cuareim,Test
1.5,28,58.2,57,NA,7.5,25.1,2014-03-13,2014-03-13T00:00:00Z,RC10,Cuareim,Test
0.6,37,77.2,52,NA,7.42,26.7,2014-03-13,2014-03-13T00:00:00Z,RC20,Cuareim,Test
NA,53,96.2,13,NA,7.48,20.7,2014-05-13,2014-05-13T00:00:00Z,RC3C70,Cuareim,Test
NA,45,77.5,93,13,7.54,19.1,2014-05-13,2014-05-13T00:00:00Z,RC60,Cuareim,Test
NA,140,219.8,57,NA,7.83,18.2,2014-05-13,2014-05-13T00:00:00Z,RCYU80,Cuareim,Test
0.3,30,58.6,55,NA,7.82,18.4,2014-05-14,2014-05-14T00:00:00Z,RC10,Cuareim,Test
0.1,42,74.1,79,NA,7.57,19.4,2014-05-14,2014-05-14T00:00:00Z,RC20,Cuareim,Test
0.1,41,75.3,79,NA,7.52,19.7,2014-05-14,2014-05-14T00:00:00Z,RC40,Cuareim,Test
0.4,45,76.8,83,NA,7.27,19.2,2014-05-15,2014-05-15T00:00:00Z,RC35,Cuareim,Test
0.6,44,76.9,58,NA,7.77,19.8,2014-05-15,2014-05-15T00:00:00Z,RC50,Cuareim,Test
NA,31.9,68.5,101,4.2,7.35,14.2,2014-06-24,2014-06-24T00:00:00Z,RC10,Cuareim,Test
NA,42.9,67.4,944,9,7.53,13.5,2014-06-24,2014-06-24T00:00:00Z,RC20,Cuareim,Test
0.3,43.7,68.2,114,7,7.48,15.5,2014-06-24,2014-06-24T00:00:00Z,RC35,Cuareim,Test
NA,135,192.2,108,8.8,7.51,14.6,2014-06-25,2014-06-25T00:00:00Z,RC3C70,Cuareim,Test
NA,44.4,71.1,796,50.7,7.67,14.6,2014-06-25,2014-06-25T00:00:00Z,RC60,Cuareim,Test
NA,54.6,86.9,923,6,7.71,15.5,2014-06-25,2014-06-25T00:00:00Z,RCYU80,Cuareim,Test
NA,44.1,73.4,11,NA,7.36,14.8,2014-06-26,2014-06-26T00:00:00Z,RC40,Cuareim,Test
NA,48.7,80.1,114,NA,7.41,14.9,2014-06-26,2014-06-26T00:00:00Z,RC50,Cuareim,Test
NA,38,62.9,93,75,7.77,18.7,2014-09-16,2014-09-16T00:00:00Z,RC3C70,Cuareim,Test
0.3,37,64.4,1,54,7.73,17.4,2014-09-16,2014-09-16T00:00:00Z,RC60,Cuareim,Test
NA,76,125.4,1,24,7.62,17.5,2014-09-16,2014-09-16T00:00:00Z,RCYU80,Cuareim,Test
0.7,22,37.3,74,NA,7.52,16.6,2014-09-17,2014-09-17T00:00:00Z,RC10,Cuareim,Test
0.4,29,50.3,92,13,7.33,17.5,2014-09-17,2014-09-17T00:00:00Z,RC20,Cuareim,Test
NA,31,51.5,93,26,7.65,17.9,2014-09-17,2014-09-17T00:00:00Z,RC35,Cuareim,Test
0.4,29,51.1,86,13,7.54,17.3,2014-09-18,2014-09-18T00:00:00Z,RC40,Cuareim,Test
0.3,32,55.7,9,15,7.47,17.5,2014-09-18,2014-09-18T00:00:00Z,RC50,Cuareim,Test
NA,110,208.3,439,NA,7.74,24.2,2014-11-11,2014-11-11T00:00:00Z,RC3C70,Cuareim,Test
0.4,49,98.6,316,14,7.65,26.1,2014-11-11,2014-11-11T00:00:00Z,RC60,Cuareim,Test
NA,58,113,264,NA,7.89,26.2,2014-11-11,2014-11-11T00:00:00Z,RCYU80,Cuareim,Test
0.1,33,63.7,448,15,7.43,24.2,2014-11-12,2014-11-12T00:00:00Z,RC10,Cuareim,Test
1,39,85,641,25,7.5,25.5,2014-11-12,2014-11-12T00:00:00Z,RC20,Cuareim,Test
0.7,34,79.6,286,16,7.44,24.7,2014-11-13,2014-11-13T00:00:00Z,RC35,Cuareim,Test
0.7,34,87.5,251,14,7.46,24.6,2014-11-13,2014-11-13T00:00:00Z,RC40,Cuareim,Test
3.9,36,89.4,533,NA,7.84,25,2014-11-13,2014-11-13T00:00:00Z,RC50,Cuareim,Test
0.3,24,52.7,NA,NA,7.49,25.8,2015-01-13,2015-01-13T12:00:00Z,RC10,Cuareim,Test
0.3,31,67.9,49,16,7.13,26.6,2015-01-13,2015-01-13T12:00:00Z,RC20,Cuareim,Test
NA,30,63.7,89,16,7.5,26.7,2015-01-13,2015-01-13T12:00:00Z,RC35,Cuareim,Test
NA,48,87.9,57,11,7.49,26,2015-01-13,2015-01-13T12:00:00Z,RC3C70,Cuareim,Test
0.1,44,77.6,46,29,7.4,25.4,2015-01-13,2015-01-13T12:00:00Z,RC40,Cuareim,Test
0.1,37,68.6,5,16,7.32,25.6,2015-01-13,2015-01-13T12:00:00Z,RC50,Cuareim,Test
0.7,31,50,67,11,6.94,23.8,2015-01-13,2015-01-13T12:00:00Z,RC60,Cuareim,Test
NA,54,99.3,93,31,7.2,26.1,2015-01-13,2015-01-13T12:00:00Z,RCYU80,Cuareim,Test
NA,53,112.9,8,NA,8.11,18,2015-05-12,2015-05-12T00:00:00Z,RC3C70,Cuareim,Test
0.6,53,97.5,77,NA,7.88,17.3,2015-05-12,2015-05-12T00:00:00Z,RC60,Cuareim,Test
NA,180,267.5,9,9.3,7.99,15.8,2015-05-12,2015-05-12T00:00:00Z,RCYU80,Cuareim,Test
5.6,35,62.4,53,NA,7.62,14.7,2015-05-13,2015-05-13T00:00:00Z,RC10,Cuareim,Test
1.3,44,81.1,57,NA,7.85,18.8,2015-05-13,2015-05-13T00:00:00Z,RC20,Cuareim,Test
0.3,45,83,54,NA,7.79,19.1,2015-05-13,2015-05-13T00:00:00Z,RC35,Cuareim,Test
0.7,47,87.8,94,NA,7.52,18.4,2015-05-14,2015-05-14T00:00:00Z,RC40,Cuareim,Test
0.4,51,92,71,NA,7.62,18,2015-05-14,2015-05-14T00:00:00Z,RC50,Cuareim,Test
NA,120,178.8,93,44,7.85,14.9,2015-07-14,2015-07-14T00:00:00Z,RC3C70,Cuareim,Test
1.2,39,66.6,890,92,7.76,16.2,2015-07-14,2015-07-14T00:00:00Z,RC60,Cuareim,Test
NA,274,46.2,75,41,7.98,16,2015-07-14,2015-07-14T00:00:00Z,RCYU80,Cuareim,Test
0.2,23,40.5,50,12,7.69,13.9,2015-07-15,2015-07-15T00:00:00Z,RC10,Cuareim,Test
NA,30,47.2,56,23,8.16,14.3,2015-07-15,2015-07-15T00:00:00Z,RC20,Cuareim,Test
0.6,30,49.3,57,16,7.42,15.4,2015-07-15,2015-07-15T00:00:00Z,RC35,Cuareim,Test
0.2,29,47.6,77,12,7.06,13.7,2015-07-16,2015-07-16T00:00:00Z,RC40,Cuareim,Test
0.5,35,58.3,65,19,6.83,14.4,2015-07-16,2015-07-16T00:00:00Z,RC50,Cuareim,Test
NA,57,108.7,91,77,7.89,20.7,2015-09-22,2015-09-22T12:00:00Z,RC3C70,Cuareim,Test
1.3,72,133.5,110,47,7.48,21.5,2015-09-22,2015-09-22T12:00:00Z,RC60,Cuareim,Test
0.2,120,101.5,12,35,7.45,19.5,2015-09-22,2015-09-22T12:00:00Z,RCYU80,Cuareim,Test
1.3,31,58.1,51,NA,7.23,19.9,2015-09-23,2015-09-23T12:00:00Z,RC10,Cuareim,Test
1,45,86.6,98,98,7.76,21.1,2015-09-23,2015-09-23T12:00:00Z,RC20,Cuareim,Test
1.5,36,75.6,80,57,7.07,21.5,2015-09-24,2015-09-24T12:00:00Z,RC35,Cuareim,Test
0.7,34,70,83,49,7,21.6,2015-09-24,2015-09-24T12:00:00Z,RC40,Cuareim,Test
1.2,29,67.5,82,27,7.24,22.3,2015-09-24,2015-09-24T12:00:00Z,RC50,Cuareim,Test
0.3,32,60.9,63,15,7.85,21.6,2015-11-17,2015-11-17T00:00:00Z,RC35,Cuareim,Test
0.3,33,64.6,63,15,8.8,22.5,2015-11-17,2015-11-17T00:00:00Z,RC40,Cuareim,Test
0.9,23,44.2,62,14,7.75,20.7,2015-11-17,2015-11-17T00:00:00Z,RC50,Cuareim,Test
NA,91,178.5,82,12,8,22.5,2015-11-18,2015-11-18T00:00:00Z,RC3C70,Cuareim,Test
NA,45,94.4,66,NA,7.74,23.7,2015-11-18,2015-11-18T00:00:00Z,RC60,Cuareim,Test
NA,54,90.1,150,13,7.21,29.3,2016-01-12,2016-01-12T11:25:00Z,RC3C70,Cuareim,Test
1.8,40,97.8,170,45,7.02,30.1,2016-01-12,2016-01-12T11:25:00Z,RC60,Cuareim,Test
NA,83,179.8,160,18,8.07,28.9,2016-01-12,2016-01-12T11:25:00Z,RCYU80,Cuareim,Test
10.7,28,68.8,150,22,7.12,28.2,2016-01-13,2016-01-13T10:30:00Z,RC10,Cuareim,Test
3.8,39,92.9,150,33,7.56,29.6,2016-01-13,2016-01-13T10:30:00Z,RC35,Cuareim,Test
2.7,40,82.2,150,39,7.81,27.2,2016-01-13,2016-01-13T12:40:00Z,RC20,Cuareim,Test
2.4,28,94.5,150,11,7.95,27.7,2016-01-14,2016-01-14T09:50:00Z,RC40,Cuareim,Test
2.1,39,92.5,150,10,8.01,28,2016-01-14,2016-01-14T10:50:00Z,RC50,Cuareim,Test
0.9,21,92.1,150,87,7.9,20.9,2016-04-05,2016-04-05T12:30:00Z,RC10,Cuareim,Test
0.7,24,52.1,250,140,8.5,20.9,2016-04-05,2016-04-05T12:30:00Z,RC35,Cuareim,Test
1.2,25,58,190,82,8.01,21.2,2016-04-05,2016-04-05T14:30:00Z,RC20,Cuareim,Test
1.5,24,50.1,200,79,8.49,21.3,2016-04-06,2016-04-06T09:00:00Z,RC40,Cuareim,Test
1.3,26,52.7,260,240,8.53,21.5,2016-04-06,2016-04-06T09:00:00Z,RC50,Cuareim,Test
NA,67,116.9,91,25,8.09,17.7,2016-05-10,2016-05-10T12:00:00Z,RCYU80,Cuareim,Test
NA,59,105.9,69,NA,8.18,17.8,2016-05-10,2016-05-10T14:00:00Z,RC3C70,Cuareim,Test
0.7,39,71.2,78,22,8.06,17.2,2016-05-11,2016-05-11T09:10:00Z,RC35,Cuareim,Test
0.9,45,79.7,73,17,8.27,17.3,2016-05-11,2016-05-11T10:00:00Z,RC20,Cuareim,Test
2.4,25,47.7,64,NA,8.59,17.5,2016-05-11,2016-05-11T12:30:00Z,RC10,Cuareim,Test
0.1,39,72.5,82,14,7.72,16.5,2016-05-12,2016-05-12T10:00:00Z,RC50,Cuareim,Test
0.6,41,75.4,95,16,7.91,16,2016-05-12,2016-05-12T12:00:00Z,RC40,Cuareim,Test
NA,140,78.5,80,15,8.8,16.1,2016-07-26,2016-07-26T11:50:00Z,RC3C70,Cuareim,Test
0.7,46,77.6,73,NA,8.16,13.2,2016-07-26,2016-07-26T11:50:00Z,RC40,Cuareim,Test
NA,66,106,53,NA,8.21,13.8,2016-07-26,2016-07-26T13:00:00Z,RCYU80,Cuareim,Test
0.6,45,75.9,61,NA,8.09,13.9,2016-07-26,2016-07-26T15:32:00Z,RC50,Cuareim,Test
1.3,25,45.2,58,NA,8.7,12.1,2016-07-27,2016-07-27T10:50:00Z,RC10,Cuareim,Test
NA,45,73.1,63,14,8.24,12.3,2016-07-27,2016-07-27T10:50:00Z,RC20,Cuareim,Test
0.4,41,70,62,11,7.9,13.5,2016-07-27,2016-07-27T14:50:00Z,RC35,Cuareim,Test
NA,54,105.9,15,11,8.37,20,2016-09-13,2016-09-13T11:10:00Z,RC3C70,Cuareim,Test
0.6,36,71.8,NA,12,7.84,18.8,2016-09-13,2016-09-13T11:10:00Z,RC40,Cuareim,Test
0.6,39,77.4,36,10,7.83,19.5,2016-09-13,2016-09-13T11:10:00Z,RC50,Cuareim,Test
0.6,49,97.8,31,19,7.49,19.4,2016-09-13,2016-09-13T11:10:00Z,RC60,Cuareim,Test
NA,120,208.9,23,20,7.56,18.8,2016-09-13,2016-09-13T11:10:00Z,RCYU80,Cuareim,Test
0.6,26,53.9,162,NA,7.91,16.2,2016-09-14,2016-09-14T09:55:00Z,RC10,Cuareim,Test
0.6,38,75.1,NA,16,7.84,17.2,2016-09-14,2016-09-14T09:55:00Z,RC20,Cuareim,Test
0.6,38,72.6,24,9.7,7.89,18.2,2016-09-14,2016-09-14T09:55:00Z,RC35,Cuareim,Test
NA,86,168.5,51,34,7.61,24,2016-11-15,2016-11-15T10:30:00Z,RC3C70,Cuareim,Test
2.8,49,102.3,76,43,8.02,27.6,2016-11-15,2016-11-15T10:30:00Z,RC60,Cuareim,Test
NA,53,115.2,48,NA,6.93,28.9,2016-11-15,2016-11-15T10:30:00Z,RCYU80,Cuareim,Test
2.2,30,68,NA,NA,6.98,26.7,2016-11-16,2016-11-16T10:00:00Z,RC10,Cuareim,Test
