clorofila_a_mg_l,alcalinidad_total_mg_ca_co3_l,conductividad_m_s_cm,fosforo_total_mg_p_l,solidos_suspendidos_totales_mg_l,potencial_de_hidrogeno_p_h_sin_unid,temperatura_o_c,date,date_time,estacion,river,data_model
1.6,39,80.4,68,40,6.87,25.2,2016-11-16,2016-11-16T10:00:00Z,RC20,Cuareim,Test
21,38,86.7,58,29,6.68,24.5,2016-11-17,2016-11-17T10:25:00Z,RC35,Cuareim,Test
3.7,37,87.3,600,10,6.81,25.6,2016-11-17,2016-11-17T10:25:00Z,RC40,Cuareim,Test
1.8,36,83.9,46,NA,6.7,23.3,2016-11-17,2016-11-17T10:25:00Z,RC50,Cuareim,Test
NA,120,233.1,88,24,7.02,25.9,2017-01-10,2017-01-10T11:30:00Z,RC3C70,Cuareim,Test
NA,31,72.1,110,73,7.82,24.5,2017-01-10,2017-01-10T11:30:00Z,RCYU80,Cuareim,Test
3.8,19,55.8,70,10,6.54,25.5,2017-01-11,2017-01-11T09:00:00Z,RC10,Cuareim,Test
0.9,27,90,76,88,7.65,25.5,2017-01-11,2017-01-11T10:40:00Z,RC20,Cuareim,Test
0.4,31,70.3,69,31,7.35,26.4,2017-01-11,2017-01-11T13:00:00Z,RC50,Cuareim,Test
1.2,31,69.5,110,87,7.05,26.3,2017-01-11,2017-01-11T14:00:00Z,RC40,Cuareim,Test
0.9,29,63.1,120,81,7.61,25.7,2017-01-11,2017-01-11T15:00:00Z,RC35,Cuareim,Test
NA,39,77.7,82,21,7.21,22.4,2017-03-21,2017-03-21T11:00:00Z,RC60,Cuareim,Test
NA,83,152.5,89,17,7.15,21.6,2017-03-21,2017-03-21T12:25:00Z,RCYU80,Cuareim,Test
NA,43,88.5,78,NA,6.93,24.4,2017-03-21,2017-03-21T13:35:00Z,RC3C70,Cuareim,Test
NA,36,73.2,78,19,6.74,22.6,2017-03-22,2017-03-22T10:00:00Z,RC50,Cuareim,Test
0.9,35,72,79,11,6.84,22.6,2017-03-22,2017-03-22T11:30:00Z,RC40,Cuareim,Test
0.7,36,74.6,78,12,6.67,23.1,2017-03-22,2017-03-22T12:30:00Z,RC35,Cuareim,Test
1.3,27,60.4,74,NA,6.19,22.8,2017-03-23,2017-03-23T10:00:00Z,RC10,Cuareim,Test
NA,39,98.1,77,22,6.86,26,2017-03-23,2017-03-23T13:00:00Z,RC20,Cuareim,Test
NA,69,121.1,65,15,7.63,18.3,2017-08-01,2017-08-01T10:00:00Z,RC3C70,Cuareim,Test
NA,47,89.4,87,NA,7.02,20.1,2017-08-01,2017-08-01T10:00:00Z,RC40,Cuareim,Test
NA,47,89.5,75,NA,7.21,19.2,2017-08-01,2017-08-01T10:00:00Z,RC50,Cuareim,Test
NA,63,110.1,75,NA,6.97,18,2017-08-01,2017-08-01T10:00:00Z,RC60,Cuareim,Test
NA,160,258.2,71,9.3,7.25,17.6,2017-08-01,2017-08-01T10:00:00Z,RCYU80,Cuareim,Test
NA,46,58.8,120,180,7.2,17.8,2017-08-02,2017-08-02T10:43:00Z,RC20,Cuareim,Test
NA,45,85.6,120,30,7.1,17.3,2017-08-02,2017-08-02T10:43:00Z,RC35,Cuareim,Test
NA,40,84.4,NA,12,7.41,21.8,2017-10-24,2017-10-24T12:30:00Z,RC3C70,Cuareim,Test
NA,69,127.6,75,14,7.24,20.2,2017-10-24,2017-10-24T12:30:00Z,RCYU80,Cuareim,Test
NA,27,58.7,63,22,7.31,21.5,2017-10-24,2017-10-24T13:45:00Z,RC50,Cuareim,Test
NA,26,56.7,53,26,7.03,20.8,2017-10-24,2017-10-24T15:15:00Z,RC40,Cuareim,Test
NA,21,50.4,58,28,6.82,20.4,2017-10-25,2017-10-25T11:00:00Z,RC10,Cuareim,Test
NA,28,61,70,16,7.04,21.4,2017-10-25,2017-10-25T11:00:00Z,RC35,Cuareim,Test
NA,120,271.5,NA,30,7.14,23.5,2017-12-05,2017-12-05T10:00:00Z,RCYU80,Cuareim,Test
NA,94,204.6,84,NA,7.36,26.4,2017-12-05,2017-12-05T10:55:00Z,RC3C70,Cuareim,Test
7.7,71,167.2,100,NA,8.41,26.7,2017-12-05,2017-12-05T13:15:00Z,RC40,Cuareim,Test
2.8,67,152.6,63,NA,7.93,26.9,2017-12-05,2017-12-05T13:15:00Z,RC50,Cuareim,Test
NA,48,144.4,93,13,7.14,36.4,2017-12-06,2017-12-06T10:50:00Z,RC35,Cuareim,Test
2.2,61,140.1,75,NA,7.14,24.8,2017-12-06,2017-12-06T12:00:00Z,RC20,Cuareim,Test
2.6,66,115.8,100,NA,7.16,26.7,2017-12-07,2017-12-07T10:41:00Z,RC10,Cuareim,Test
NA,175,334.4,150,10,7.85,25.9,2018-02-06,2018-02-06T10:07:00Z,RCYU80,Cuareim,Test
NA,71,170.2,100,NA,7.97,29.4,2018-02-06,2018-02-06T11:09:00Z,RC3C70,Cuareim,Test
NA,73,176.4,88,NA,8.61,31.7,2018-02-06,2018-02-06T12:22:00Z,RC50,Cuareim,Test
4.6,79,206,130,NA,8.36,31.9,2018-02-06,2018-02-06T14:23:00Z,RC40,Cuareim,Test
NA,82,193.6,98,NA,8.12,28.1,2018-02-07,2018-02-07T08:52:00Z,RC20,Cuareim,Test
NA,71,169.3,94,NA,8.12,29.6,2018-02-07,2018-02-07T10:48:00Z,RC10,Cuareim,Test
3.2,81,192.2,110,NA,8.52,30.7,2018-02-08,2018-02-08T11:00:00Z,RC35,Cuareim,Test
NA,130,240.3,96,13,7.42,22.4,2018-04-03,2018-04-03T10:00:00Z,RCYU80,Cuareim,Test
NA,38,107.9,72,10,6.83,23.9,2018-04-03,2018-04-03T11:10:00Z,RC3C70,Cuareim,Test
3.5,46,111.2,91,12,7.01,25.2,2018-04-03,2018-04-03T12:40:00Z,RC50,Cuareim,Test
3.5,46,115.1,120,NA,6.97,25.2,2018-04-03,2018-04-03T13:50:00Z,RC40,Cuareim,Test
NA,46,108.3,88,18,6.77,23.6,2018-04-04,2018-04-04T09:10:00Z,RC20,Cuareim,Test
2.7,35,89.1,63,NA,6.61,23.9,2018-04-04,2018-04-04T10:50:00Z,RC10,Cuareim,Test
2.4,48,113.6,72,NA,6.9,24.2,2018-04-05,2018-04-05T10:00:00Z,RC35,Cuareim,Test
NA,150,249.3,95,9.3,7.59,16,2018-05-29,2018-05-29T09:25:00Z,RCYU80,Cuareim,Test
NA,57,110.5,55,NA,7.15,17.3,2018-05-29,2018-05-29T10:24:00Z,RC3C70,Cuareim,Test
NA,42,87.5,76,NA,4.02,17.5,2018-05-29,2018-05-29T13:00:00Z,RC40,Cuareim,Test
NA,43,87.3,76,NA,7.2,18.2,2018-05-29,2018-05-29T14:41:00Z,RC50,Cuareim,Test
NA,42,91.8,73,15,7.21,17.5,2018-05-30,2018-05-30T09:04:00Z,RC20,Cuareim,Test
4.7,28,60.4,63,13,7.32,18.2,2018-05-30,2018-05-30T12:00:00Z,RC10,Cuareim,Test
4.2,42,87.9,130,32,6.74,17.1,2018-05-30,2018-05-30T14:00:00Z,RC35,Cuareim,Test
NA,110,174.6,81,12,6.69,11.4,2018-07-31,2018-07-31T10:30:00Z,RCYU80,Cuareim,Test
NA,45,77.9,78,NA,6.04,12.6,2018-07-31,2018-07-31T11:30:00Z,RC3C70,Cuareim,Test
NA,35,62.5,52,NA,5.98,13.2,2018-07-31,2018-07-31T12:45:00Z,RC50,Cuareim,Test
NA,33,57.9,54,NA,5.61,13.2,2018-07-31,2018-07-31T14:00:00Z,RC40,Cuareim,Test
NA,35,62.9,51,NA,5.52,12,2018-08-01,2018-08-01T09:50:00Z,RC20,Cuareim,Test
NA,25,44.4,45,24,5.82,12.4,2018-08-01,2018-08-01T11:30:00Z,RC10,Cuareim,Test
NA,35,63.9,69,NA,5.74,12.3,2018-08-02,2018-08-02T13:45:00Z,RC35,Cuareim,Test
NA,44,193.6,210,22,6.22,17.8,2009-05-26,2009-05-26T00:00:00Z,RN1,Negro,Train
0.3,44,97,460,10,6.4,18,2009-05-26,2009-05-26T00:00:00Z,RN3,Negro,Train
NA,41,106.6,84,NA,6.79,16.4,2009-05-27,2009-05-27T00:00:00Z,RN5,Negro,Train
0.3,41,106.4,99,NA,6.25,16.4,2009-05-27,2009-05-27T00:00:00Z,RN6,Negro,Train
0.3,43,111.1,82,NA,7.33,17,2009-05-27,2009-05-27T00:00:00Z,RN7,Negro,Train
NA,44,111.1,91.3,NA,7.1,16.1,2009-05-28,2009-05-28T00:00:00Z,RN10,Negro,Train
NA,44,111.6,110,NA,7.03,16.1,2009-05-28,2009-05-28T00:00:00Z,RN9,Negro,Train
0.3,48,117.2,74,NA,7.48,13.7,2009-06-02,2009-06-02T00:00:00Z,RN11,Negro,Train
NA,50,106.5,85,NA,7.21,15.4,2009-06-02,2009-06-02T00:00:00Z,RN13,Negro,Train
0.15,51,132.5,89,NA,8.12,15.7,2009-06-02,2009-06-02T00:00:00Z,RN14,Negro,Train
0.15,64,150.7,110,NA,7.66,11.9,2009-06-03,2009-06-03T00:00:00Z,RN15,Negro,Train
NA,66,157.5,150,NA,7.59,12.4,2009-06-03,2009-06-03T00:00:00Z,RN16,Negro,Train
NA,66,118.3,130,15,7.07,12.4,2009-06-03,2009-06-03T00:00:00Z,RN17,Negro,Train
1.4,31,81.4,180,12,6.37,15.2,2009-09-15,2009-09-15T00:00:00Z,RN1,Negro,Train
1.5,28,76.5,150,34,6.4,15.3,2009-09-15,2009-09-15T00:00:00Z,RN2,Negro,Train
0.6,29,71,110,10,6.64,15.5,2009-09-15,2009-09-15T00:00:00Z,RN3,Negro,Train
4.8,45,107.2,100,NA,7.27,15.5,2009-09-16,2009-09-16T00:00:00Z,RN5,Negro,Train
0.6,47,107.5,100,NA,7.47,16.1,2009-09-16,2009-09-16T00:00:00Z,RN6,Negro,Train
2.1,48,108.5,100,NA,7.25,15.6,2009-09-16,2009-09-16T00:00:00Z,RN7,Negro,Train
1.7,66,134,91.086,5,7.86,15.2,2009-09-17,2009-09-17T00:00:00Z,RN10,Negro,Train
0.6,66,135.8,48,NA,7.59,15.2,2009-09-17,2009-09-17T00:00:00Z,RN9,Negro,Train
0.1,55,134.5,108.021,NA,7.56,15.6,2009-09-22,2009-09-22T00:00:00Z,RN11,Negro,Train
0.1,63,156.5,128.671,NA,7.38,16.3,2009-09-22,2009-09-22T00:00:00Z,RN12,Negro,Train
0.4,51,132.1,110,NA,7.56,16.1,2009-09-22,2009-09-22T00:00:00Z,RN13,Negro,Train
0.2,51,131.1,133,NA,7.43,14.8,2009-09-22,2009-09-22T00:00:00Z,RN14,Negro,Train
0.7,64,152.2,NA,7,7.86,14.7,2009-09-23,2009-09-23T00:00:00Z,RN15,Negro,Train
0.4,69,163.3,NA,7,7.8,15,2009-09-23,2009-09-23T00:00:00Z,RN16,Negro,Train
0.6,57,139.2,NA,NA,7.49,15.8,2009-09-23,2009-09-23T00:00:00Z,RN17,Negro,Train
NA,47,174.4,160,25,7.79,13.8,2010-06-02,2010-06-02T00:00:00Z,RN1,Negro,Train
NA,24,80.4,110,34,6.4,14.1,2010-06-02,2010-06-02T00:00:00Z,RN2,Negro,Train
0.2,33,101.9,100,NA,6.28,17.5,2010-06-02,2010-06-02T00:00:00Z,RN3,Negro,Train
8.3,28,65.7,77,7,7.55,16,2010-06-03,2010-06-03T00:00:00Z,RN10,Negro,Train
4.8,26,59.2,68,NA,7.47,15.6,2010-06-03,2010-06-03T00:00:00Z,RN5,Negro,Train
7.8,25,59.4,75,NA,7.37,15.1,2010-06-03,2010-06-03T00:00:00Z,RN6,Negro,Train
5.3,27,62.2,75,NA,7.52,15.3,2010-06-03,2010-06-03T00:00:00Z,RN7,Negro,Train
4.4,28,64.7,67,NA,7.46,15.1,2010-06-03,2010-06-03T00:00:00Z,RN9,Negro,Train
2.6,40,75.2,64,NA,7.48,14.3,2010-06-09,2010-06-09T00:00:00Z,RN11,Negro,Train
7.1,76,150.9,93,NA,7.78,13.5,2010-06-09,2010-06-09T00:00:00Z,RN12,Negro,Train
2.9,43,82.5,71,NA,7.35,15.2,2010-06-09,2010-06-09T00:00:00Z,RN13,Negro,Train
3.8,43,82.6,74,NA,7.43,15.8,2010-06-09,2010-06-09T00:00:00Z,RN14,Negro,Train
NA,50,95.1,72,NA,7.59,14,2010-06-10,2010-06-10T00:00:00Z,RN15,Negro,Train
NA,69,130,94,5,7.6,13.9,2010-06-10,2010-06-10T00:00:00Z,RN16,Negro,Train
NA,55,106,120,5,7.62,13.9,2010-06-10,2010-06-10T00:00:00Z,RN17,Negro,Train
12.7,16.3,42,75,10,6.86,10,2010-08-04,2010-08-04T00:00:00Z,RN1,Negro,Train
NA,19.4,49.4,70,10,7.05,10.2,2010-08-04,2010-08-04T00:00:00Z,RN2,Negro,Train
1.8,19.3,49.5,72,21,8.01,10.9,2010-08-04,2010-08-04T00:00:00Z,RN3,Negro,Train
0.3,28.8,63.4,76,NA,8.37,9.5,2010-08-05,2010-08-05T00:00:00Z,RN5,Negro,Train
1.3,29.1,64.1,74,9,8.38,9.9,2010-08-05,2010-08-05T00:00:00Z,RN6,Negro,Train
2.1,29.3,64.5,87,NA,8,9.3,2010-08-05,2010-08-05T00:00:00Z,RN7,Negro,Train
0.3,33.3,71.2,84,NA,7.8,10.1,2010-08-06,2010-08-06T00:00:00Z,RN10,Negro,Train
NA,33,69.9,77,NA,7.26,9.4,2010-08-06,2010-08-06T00:00:00Z,RN9,Negro,Train
NA,40.9,82.5,67,NA,7.68,10,2010-08-11,2010-08-11T00:00:00Z,RN11,Negro,Train
23.8,51.7,112,90,NA,7.41,10,2010-08-11,2010-08-11T00:00:00Z,RN12,Negro,Train
1.2,44.3,94.5,97,NA,7.21,10.2,2010-08-12,2010-08-12T00:00:00Z,RN13,Negro,Train
NA,45,94.4,93,NA,7.14,9.9,2010-08-12,2010-08-12T00:00:00Z,RN14,Negro,Train
NA,51.1,106.9,98,NA,7.53,10,2010-08-13,2010-08-13T00:00:00Z,RN15,Negro,Train
0.6,59.3,122,103,NA,7.3,10.1,2010-08-13,2010-08-13T00:00:00Z,RN16,Negro,Train
0.3,56.3,117.6,96,NA,7.57,10.7,2010-08-13,2010-08-13T00:00:00Z,RN17,Negro,Train
12.7,60,172.1,176,34,7.57,20.1,2010-12-01,2010-12-01T00:00:00Z,RN1,Negro,Train
6.4,63,157.8,113,30,7.52,23.1,2010-12-01,2010-12-01T00:00:00Z,RN2,Negro,Train
5.3,32,73.1,105,12,8.64,30.4,2010-12-01,2010-12-01T00:00:00Z,RN3,Negro,Train
1.5,36,85.3,NA,NA,7.49,21.2,2010-12-02,2010-12-02T00:00:00Z,RN5,Negro,Train
11.1,38,87.2,75.2,6,7.29,21.5,2010-12-02,2010-12-02T00:00:00Z,RN6,Negro,Train
19.5,37,88.6,88.4,NA,7.87,22.4,2010-12-02,2010-12-02T00:00:00Z,RN7,Negro,Train
1.9,37,90.7,88,10,7.36,24,2010-12-03,2010-12-03T00:00:00Z,RN10,Negro,Train
5,39,89.6,92.1,5,8.2,23.5,2010-12-03,2010-12-03T00:00:00Z,RN9,Negro,Train
4.7,45,93.2,100,NA,7.57,21.5,2010-12-08,2010-12-08T00:00:00Z,RN11,Negro,Train
1.5,63,145.1,116,NA,7.77,22.8,2010-12-08,2010-12-08T00:00:00Z,RN12,Negro,Train
22.8,43,99.7,178,6,8.43,23.1,2010-12-09,2010-12-09T00:00:00Z,RN13,Negro,Train
2.5,45,101.7,176,NA,7.7,19.7,2010-12-09,2010-12-09T00:00:00Z,RN14,Negro,Train
4.7,NA,140.6,175,NA,7.73,23.4,2010-12-10,2010-12-10T00:00:00Z,RN15,Negro,Train
9.6,NA,130.9,179,5,8,23.5,2010-12-10,2010-12-10T00:00:00Z,RN16,Negro,Train
32.9,NA,106.5,141,15,8.44,22.7,2010-12-10,2010-12-10T00:00:00Z,RN17,Negro,Train
4.7,55.7,154.2,180,30,7.34,19.3,2011-03-30,2011-03-30T00:00:00Z,RN1,Negro,Train
6.7,62.9,133.2,105,21,7.26,19,2011-03-30,2011-03-30T00:00:00Z,RN2,Negro,Train
9,41.9,108.3,170,8,7.86,21.4,2011-03-30,2011-03-30T00:00:00Z,RN3,Negro,Train
25.3,37.9,85.5,69.7,NA,6.64,20.6,2011-03-31,2011-03-31T00:00:00Z,RN5,Negro,Train
30.8,38.5,93.3,77,8,7.6,23.8,2011-03-31,2011-03-31T00:00:00Z,RN6,Negro,Train
3.1,38.6,97.2,66.1,NA,6.58,20.6,2011-03-31,2011-03-31T00:00:00Z,RN7,Negro,Train
0.1,41.6,99.9,94,NA,7.33,23.3,2011-04-01,2011-04-01T00:00:00Z,RN10,Negro,Train
23.5,41.1,91.6,70.1,NA,7.42,21.3,2011-04-01,2011-04-01T00:00:00Z,RN9,Negro,Train
21.5,47.5,101.6,80.8,NA,7.89,20.8,2011-04-06,2011-04-06T00:00:00Z,RN11,Negro,Train
12.4,50.1,108,87.2,NA,7.86,20.8,2011-04-06,2011-04-06T00:00:00Z,RN12,Negro,Train
16.7,50.8,115.1,72.7,5,8.78,22.1,2011-04-07,2011-04-07T00:00:00Z,RN13,Negro,Train
20.1,52,116.3,94.2,NA,8,23.1,2011-04-07,2011-04-07T00:00:00Z,RN14,Negro,Train
4.1,68.5,142.9,63.2,7,8.06,21.6,2011-04-08,2011-04-08T00:00:00Z,RN15,Negro,Train
5.3,65.6,138.5,62.8,6,7.75,21.5,2011-04-08,2011-04-08T00:00:00Z,RN16,Negro,Train
NA,45.9,101.4,97.2,8,7.95,21.3,2011-04-08,2011-04-08T00:00:00Z,RN17,Negro,Train
0.4,52,192.9,119,22,6.57,14.9,2011-05-25,2011-05-25T00:00:00Z,RN1,Negro,Train
NA,55,159.1,131,16,7.27,14.1,2011-05-25,2011-05-25T00:00:00Z,RN2,Negro,Train
0.1,45,110.3,116,9,7.29,14.3,2011-05-25,2011-05-25T00:00:00Z,RN3,Negro,Train
1.6,40,89.7,81.3,5,7.22,15.4,2011-05-26,2011-05-26T00:00:00Z,RN5,Negro,Train
0.3,41,93.1,84.6,6,7.12,15.8,2011-05-26,2011-05-26T00:00:00Z,RN6,Negro,Train
0.1,47,102.1,79.6,14,6.67,15.5,2011-05-26,2011-05-26T00:00:00Z,RN7,Negro,Train
0.3,54,93.3,107,15,7.36,15,2011-05-27,2011-05-27T00:00:00Z,RN10,Negro,Train
NA,50,86,83.2,7,7.18,15.1,2011-05-27,2011-05-27T00:00:00Z,RN9,Negro,Train
NA,51,104,144,NA,6.93,14.5,2011-06-01,2011-06-01T00:00:00Z,RN11,Negro,Train
0.3,46,102.1,258,6,6.15,12.7,2011-06-01,2011-06-01T00:00:00Z,RN12,Negro,Train
0.7,53,122,83.7,NA,7.65,15.5,2011-06-02,2011-06-02T00:00:00Z,RN13,Negro,Train
NA,57,102.9,86.2,NA,7.59,15.1,2011-06-02,2011-06-02T00:00:00Z,RN14,Negro,Train
3.5,57,129.3,117,7,7.71,14.9,2011-06-03,2011-06-03T00:00:00Z,RN15,Negro,Train
3.8,60,131.3,115,7,7.77,14.7,2011-06-03,2011-06-03T00:00:00Z,RN16,Negro,Train
2.3,58,102.1,120,5,7.2,14.8,2011-06-03,2011-06-03T00:00:00Z,RN17,Negro,Train
6.5,100,241.8,161,24,7.98,25,2012-01-18,2012-01-18T00:00:00Z,RN1,Negro,Train
3.1,53,131.8,147,46,7.75,27,2012-01-18,2012-01-18T00:00:00Z,RN2,Negro,Train
8.9,44,84.4,67,NA,8.54,25.6,2012-01-18,2012-01-18T00:00:00Z,RN3,Negro,Train
8,42,75.8,120,6,8.31,26.6,2012-01-19,2012-01-19T00:00:00Z,RN10,Negro,Train
72.5,40,91.5,140,14,8.77,25.6,2012-01-19,2012-01-19T00:00:00Z,RN5,Negro,Train
2.2,38,92.1,150,8,8.79,26,2012-01-19,2012-01-19T00:00:00Z,RN6,Negro,Train
6.5,37,91.9,120,NA,8.28,25.1,2012-01-19,2012-01-19T00:00:00Z,RN7,Negro,Train
12.3,42,94.3,110,6,8.07,25.3,2012-01-19,2012-01-19T00:00:00Z,RN9,Negro,Train
14.9,44,98,120,5,8.34,26.2,2012-01-24,2012-01-24T00:00:00Z,RN11,Negro,Train
6.5,53,118.5,140,NA,8.08,26.3,2012-01-25,2012-01-25T00:00:00Z,RN12,Negro,Train
40.6,49,111.6,140,11,9.06,26.5,2012-01-25,2012-01-25T00:00:00Z,RN13,Negro,Train
3.8,50,115.4,170,NA,7.7,24.5,2012-01-26,2012-01-26T00:00:00Z,RN14,Negro,Train
25.3,52,112.9,120,11,8.67,24.9,2012-01-27,2012-01-27T00:00:00Z,RN15,Negro,Train
26.5,52,113.2,130,15,8.68,25.5,2012-01-27,2012-01-27T00:00:00Z,RN16,Negro,Train
10.2,52,112.6,130,9,7.97,26.2,2012-01-27,2012-01-27T00:00:00Z,RN17,Negro,Train
1.3,43.3,124.8,246,18,6.86,24.6,2012-03-20,2012-03-20T00:00:00Z,RN1,Negro,Train
0.1,36.2,94.8,216,8.8,6.74,25.3,2012-03-20,2012-03-20T00:00:00Z,RN2,Negro,Train
16,28.3,69.6,157,14,7.31,24.3,2012-03-20,2012-03-20T00:00:00Z,RN3,Negro,Train
10.2,37.6,89.1,114,6,7.583,24.6,2012-03-21,2012-03-21T00:00:00Z,RN5,Negro,Train
1.6,37.3,88.6,105,NA,7.48,24.7,2012-03-21,2012-03-21T00:00:00Z,RN6,Negro,Train
0.9,37.8,88.7,107,NA,6.97,24.5,2012-03-21,2012-03-21T00:00:00Z,RN7,Negro,Train
1.2,39,90.6,79.4,6,7.09,24.8,2012-03-22,2012-03-22T00:00:00Z,RN10,Negro,Train
0.4,38.5,88.7,94.8,6,6.85,24.5,2012-03-22,2012-03-22T00:00:00Z,RN9,Negro,Train
3,43.7,98.3,100,NA,6.68,22.4,2012-03-27,2012-03-27T00:00:00Z,RN11,Negro,Train
0.9,47.3,106.9,111,7,6.86,22.1,2012-03-27,2012-03-27T00:00:00Z,RN12,Negro,Train
0.3,44.1,100.9,107,NA,7.34,23,2012-03-28,2012-03-28T00:00:00Z,RN13,Negro,Train
NA,45.2,85.6,115,NA,7.22,22.1,2012-03-28,2012-03-28T00:00:00Z,RN14,Negro,Train
1.2,62.8,133.6,116,7,7.69,20.1,2012-03-29,2012-03-29T00:00:00Z,RN15,Negro,Train
4,65,139.5,133,7,7.66,20.2,2012-03-29,2012-03-29T00:00:00Z,RN16,Negro,Train
1.8,61.4,134,127,9,7.21,21.5,2012-03-29,2012-03-29T00:00:00Z,RN17,Negro,Train
0.7,44.5,146.4,194,27,7.37,15.4,2012-08-14,2012-08-14T00:00:00Z,RN1,Negro,Train
0.7,49.1,131.6,121,180,7.69,15.4,2012-08-14,2012-08-14T00:00:00Z,RN2,Negro,Train
0.4,30.9,86.9,114,NA,7.57,14.9,2012-08-14,2012-08-14T00:00:00Z,RN3,Negro,Train
13.3,36.8,89.8,110,NA,7.38,13.4,2012-08-15,2012-08-15T00:00:00Z,RN5,Negro,Train
179,39.8,95.9,229,9,7.63,14.7,2012-08-15,2012-08-15T00:00:00Z,RN6,Negro,Train
1.2,39.2,94.1,80.8,NA,7.09,13.3,2012-08-15,2012-08-15T00:00:00Z,RN7,Negro,Train
0.9,39.2,98,87.5,NA,7.61,16.1,2012-08-16,2012-08-16T00:00:00Z,RN10,Negro,Train
1.6,40.1,75,102,NA,7.75,14.7,2012-08-16,2012-08-16T00:00:00Z,RN9,Negro,Train
0.9,41.9,97.6,97.1,NA,7.57,15,2012-08-21,2012-08-21T00:00:00Z,RN11,Negro,Train
0.9,32.8,83.6,176,59,7.05,15.9,2012-08-21,2012-08-21T00:00:00Z,RN12,Negro,Train
1,46.1,106.5,110,NA,7.62,14.3,2012-08-22,2012-08-22T00:00:00Z,RN13,Negro,Train
2.7,49,111.2,137,34,7.69,15.1,2012-08-22,2012-08-22T00:00:00Z,RN14,Negro,Train
1.6,43,81.2,159,84,7.24,15.7,2012-08-23,2012-08-23T00:00:00Z,RN17,Negro,Train
23.2,44,142.2,130,30,7.8,27.4,2012-12-05,2012-12-05T00:00:00Z,RN1,Negro,Train
16,43,108.2,77.9,23,8.2,27.4,2012-12-05,2012-12-05T00:00:00Z,RN2,Negro,Train
276,30,76.4,175,25,8.67,28.2,2012-12-05,2012-12-05T00:00:00Z,RN3,Negro,Train
192,35,87.5,221,34,9.31,27.2,2012-12-06,2012-12-06T00:00:00Z,RN5,Negro,Train
3,35,83,86.3,NA,7.54,24.3,2012-12-06,2012-12-06T00:00:00Z,RN6,Negro,Train
1.3,34,85,72.9,NA,7.49,24.2,2012-12-06,2012-12-06T00:00:00Z,RN7,Negro,Train
5.8,36,88.1,93.6,7,7.48,24.4,2012-12-07,2012-12-07T00:00:00Z,RN10,Negro,Train
3.7,36,88.2,78.2,5,7.14,25.1,2012-12-07,2012-12-07T00:00:00Z,RN9,Negro,Train
36,45,114.1,151,10,7.5,26.5,2012-12-12,2012-12-12T00:00:00Z,RN11,Negro,Train
5.6,44,121.6,258,10,6.52,25.1,2012-12-12,2012-12-12T00:00:00Z,RN12,Negro,Train
